ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
14086,Hamza Bouras,M,28,170,73,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,
14102,Brahim Bourdrali,M,21,186,79,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
14102,Brahim Bourdrali,M,25,186,79,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
14119,Mohamed Abdeldjalil Bourguieg,M,19,164,50,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
14119,Mohamed Abdeldjalil Bourguieg,M,19,164,50,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
14119,Mohamed Abdeldjalil Bourguieg,M,19,164,50,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
14119,Mohamed Abdeldjalil Bourguieg,M,19,164,50,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
14119,Mohamed Abdeldjalil Bourguieg,M,19,164,50,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
14119,Mohamed Abdeldjalil Bourguieg,M,19,164,50,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
14123,Celia Bourihane,F,17,177,60,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
14143,Larbi Bourrada,M,28,188,88,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
14160,Bahia Boussad,F,21,146,48,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,
14163,Mourad Boussebt,M,24,181,77,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
14163,Mourad Boussebt,M,28,181,77,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
14212,Lyes Bouyacoub,M,33,185,100,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,
14218,Fouad Bouzenada,M,19,,67,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Featherweight,
14219,Azzedine Bouzerar,M,27,180,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
14220,Malik Bouziane,M,26,170,54,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,
14221,Mohamed Bouziane,M,25,187,87,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
14551,Samir Brahimi,M,22,170,,Algeria,ALG,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,
14554,Azzedine Brahmi,M,22,178,72,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",
14554,Azzedine Brahmi,M,25,178,72,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",
19508,Farid Chaal,M,22,196,80,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
19514,Hichem Chabane,M,19,184,70,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",
19536,Abdelkader Chadi,M,21,175,60,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,
19536,Abdelkader Chadi,M,25,175,60,Algeria,ALG,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,
19536,Abdelkader Chadi,M,29,175,60,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,
20443,Imne Ouneissa Cherif Sahraoui,F,20,165,64,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,
20444,Lyes Cherifi,M,28,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Middleweight,
20662,Riad Chibani,M,24,176,86,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Middleweight,
24828,Sabria Dahane,F,19,161,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
24899,Kenza Tifahi Dahmani,F,35,164,54,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
24900,Meziane Dahmani,M,23,172,69,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Lightweight,
24900,Meziane Dahmani,M,27,172,69,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Lightweight,
24917,Sofiane Daid,M,21,183,78,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,
24917,Sofiane Daid,M,21,183,78,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Breaststroke,
24917,Sofiane Daid,M,25,183,78,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,
24917,Sofiane Daid,M,25,183,78,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,
24918,Abderrahmane Daidj,M,27,181,72,Algeria,ALG,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Individual",
25329,Amar Daoud,M,28,193,90,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
25364,Oussama Darfalou,M,22,187,75,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
27503,Abdelghani Demmou,M,27,185,75,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
27739,Abderrahmane Derouaz,M,24,180,72,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
28497,Ali Dif,M,23,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
28646,Ahmed Dine (Jindiyeh-),M,23,178,75,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,
28646,Ahmed Dine (Jindiyeh-),M,27,178,75,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,
28851,Yassine Djakrir,M,26,169,63,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
28859,Abdel Hakim Djaziri,M,23,174,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,
28861,Ahcen Djeffal,M,27,173,88,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
28861,Ahcen Djeffal,M,35,173,88,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
28950,Mustapha Doballah,M,25,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
29717,Christelle Laura Douibi,F,20,169,59,Algeria,ALG,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,
29717,Christelle Laura Douibi,F,20,169,59,Algeria,ALG,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Super G,
29926,Abu Sofiane Draouci,M,24,180,76,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
29926,Abu Sofiane Draouci,M,28,180,76,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
29927,Zakaria Draoui,M,22,160,60,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
30029,Chaouki Dries,M,27,182,70,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,
31929,Sofiane El-Azizi,M,25,174,70,Algeria,ALG,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",
32071,Karim El-Mahouab,M,29,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
32195,Mokdad El-Yamine,M,26,162,57,Algeria,ALG,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Flyweight,
34042,Ahmed Farfar,M,27,188,80,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
34682,Ali Fergani,M,27,175,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
34684,Abdel Wahab Ferguene,M,25,170,65,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,
34684,Abdel Wahab Ferguene,M,29,170,65,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,
34712,Houari Ferhani,M,23,168,60,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
35282,Al-Tayeb Filali,M,33,172,55,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,
35362,Nasserredine Fillali,M,20,170,64,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,
35855,Mohamed Flissi,M,22,162,49,Algeria,ALG,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,
35855,Mohamed Flissi,M,26,162,49,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,
38242,Zahra Gamir,F,34,168,55,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Individual",
38242,Zahra Gamir,F,38,168,55,Algeria,ALG,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Individual",
38806,Mohamed Ryad Garidi,M,30,178,72,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,
39948,Faycal Gharzouli,M,22,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
39998,Rabah Gherbi,M,25,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
40053,Mohamed Ouamar Ghrib,M,20,170,76,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
42082,Mohamed Gouni,M,33,168,60,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Featherweight,
43544,Mahmoud Guendouz,M,27,182,76,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
43613,Kamel Guerri,M,23,,,Algeria,ALG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,
43613,Kamel Guerri,M,23,,,Algeria,ALG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
43614,Mourad Guerri,M,17,,,Algeria,ALG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,
43614,Mourad Guerri,M,17,,,Algeria,ALG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
43614,Mourad Guerri,M,17,,,Algeria,ALG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,
44505,Rachid Habchaoui,M,30,170,56,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",
44505,Rachid Habchaoui,M,30,170,56,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",
44546,Mohamed Hachaichi,M,29,168,52,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Flyweight, Freestyle",
44596,Soraya Haddad,F,19,155,52,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Extra-Lightweight,
44596,Soraya Haddad,F,23,155,52,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight,Bronze
44596,Soraya Haddad,F,27,155,52,Algeria,ALG,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,
44607,Zakarya Haddouche,M,22,170,65,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
44841,Mohamed Haioun,M,23,160,55,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,
44980,Mohamed Halimi,M,22,173,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
44980,Mohamed Halimi,M,22,173,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
45126,Hemza Haloui,M,22,180,96,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
45193,Mehdi Hamama,M,23,187,88,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,
45197,Loucif Hamani,M,22,175,71,Algeria,ALG,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Middleweight,
45251,Abdel Krim Hamiche,M,21,180,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
45313,Fahem Hammachi,M,24,178,56,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,
45314,Abderrahmane Hammad Zaheer,M,23,189,70,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,Bronze
45314,Abderrahmane Hammad Zaheer,M,27,189,70,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,
45372,Salima Hammouche,F,28,165,45,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
45382,Tahar Hamou,M,20,176,64,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
46030,Derradji Harek,M,20,175,63,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,
46030,Derradji Harek,M,20,175,63,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",
46061,Abdel Hakim Harkat,M,24,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Lightweight,
46061,Abdel Hakim Harkat,M,28,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,
46467,Achour Hasni,M,24,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
47027,Kamel Hebri,M,,176,72,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
47043,Adem Hecini,M,20,175,66,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,
47043,Adem Hecini,M,24,175,66,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,
47043,Adem Hecini,M,24,175,66,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
47043,Adem Hecini,M,28,175,66,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
47044,Amar Hecini,M,24,175,70,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
47642,Sehryne Hennaoui,F,24,172,69,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
48291,Yassine Hethat,M,24,175,65,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
48784,Bouchra Fatima Al-Zohra Hirech,F,15,170,77,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,
48785,Samia Hireche,F,19,173,63,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Single Sculls,
48785,Samia Hireche,F,24,173,63,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Single Sculls,
51626,Ali Idir,M,21,162,62,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Extra-Lightweight,
51823,Salim Iles,M,21,188,88,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,
51823,Salim Iles,M,21,188,88,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
51823,Salim Iles,M,21,188,88,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,
51823,Salim Iles,M,25,188,88,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
51823,Salim Iles,M,25,188,88,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,
51823,Salim Iles,M,29,188,88,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
51823,Salim Iles,M,29,188,88,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
51823,Salim Iles,M,33,188,88,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
56524,Mohamed Kacemi,M,23,172,64,Algeria,ALG,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",
56532,David Kaci,M,26,165,63,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,
57909,Nabil Kassel,M,20,182,75,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Middleweight,
57909,Nabil Kassel,M,24,182,75,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,
58340,Nabil Kebbab,M,24,192,94,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,
58340,Nabil Kebbab,M,28,192,94,Algeria,ALG,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
58349,Benamar Kechkouche,M,33,178,78,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,
58357,Zohir Kedache,M,30,178,69,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
58358,Nacer Keddam,M,23,168,51,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Flyweight,
58359,Salim Keddar,M,22,176,65,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
58367,Omar Kedjaouer,M,21,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Freestyle",
58697,Ryad Qamar Al-Din Keniche,M,23,185,75,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
58768,Abdel Hani Kenzi,M,26,181,75,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,
58768,Abdel Hani Kenzi,M,30,181,75,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,
59036,Lotfi Khada,M,19,180,75,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,
59036,Lotfi Khada,M,19,180,75,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,
59036,Lotfi Khada,M,23,180,75,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,
59054,Mohamed Khaldi,M,25,172,60,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",
59054,Mohamed Khaldi,M,29,172,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",
59058,Sofiane Khalfallah,M,27,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
59125,Amel Khamtache,F,31,181,55,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
59272,Mohamed Kheddis,M,28,176,77,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
59280,Anissa Khelfaoui (-Nassonenko),F,16,168,62,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",
59280,Anissa Khelfaoui (-Nassonenko),F,20,168,62,Algeria,ALG,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",
59280,Anissa Khelfaoui (-Nassonenko),F,24,168,62,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",
59281,Mehdi-Selim Khelifi,M,17,170,65,Algeria,ALG,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
59283,Allaoua Khellil,M,34,174,59,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,
59397,Idir Abdullah Khourta,M,22,175,70,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,
61366,Abdel Kader Klouchi,M,23,177,70,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,
61960,Kamel Kohil,M,28,155,52,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,
63269,Mustapha Kouchene,M,22,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,
63705,Rachid Kram,M,25,180,63,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",
63706,Ahmed Krama,M,23,177,64,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",
63731,Hamza Kramou,M,20,175,60,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,
65619,El-Hadi Laameche,M,26,165,60,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
65661,Rabah Labiod,M,20,173,67,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,
65724,Fethnour Lacheheb,M,24,188,85,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
65848,Azzadine Lagab,M,25,172,67,Algeria,ALG,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",
65938,Abdelmalik Lahoulou,M,24,177,72,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
66111,Sofiane Lamali,M,22,188,90,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
66676,Saleh Larbes,M,27,180,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
66678,Kamel Larbi,M,20,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Heavyweight,
66961,Nabil Lasmari,M,30,182,82,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Singles,
66983,Leila Franoise Lassouani,F,23,155,63,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Lightweight,
66983,Leila Franoise Lassouani,F,27,155,63,Algeria,ALG,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Middleweight,
66983,Leila Franoise Lassouani,F,31,155,63,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,
67000,Allaoua Latef,M,20,,,Algeria,ALG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,
67028,Lila Latrous,F,25,155,57,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Lightweight,
67028,Lila Latrous,F,29,155,57,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Lightweight,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
67434,Larbi Lazhari,M,27,170,61,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
