ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
67435,Mohamed Lazhari,M,26,175,65,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
67765,Hocine Ledra,M,27,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
71647,Mohamed Riad Louafi,M,24,,,Algeria,ALG,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
71648,Malik Khaled Ahmed Louahla,M,22,176,75,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
71648,Malik Khaled Ahmed Louahla,M,22,176,75,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
71648,Malik Khaled Ahmed Louahla,M,26,176,75,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
71649,Samir-Adel Louahla,M,26,190,85,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
71684,Abdel Ghani Loukil,M,23,190,82,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
72801,Abdelhakim Maazouz,M,28,176,62,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",
72974,Mohamed Machou,M,22,,,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
73151,Abdel Madjid Mada,M,27,162,50,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",
73151,Abdel Madjid Mada,M,27,162,50,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,
73155,Narimne Madani,F,24,176,63,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
73211,Nabil Madi,M,23,175,68,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
73211,Nabil Madi,M,27,175,68,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,
73222,Rabah Mustapha Madjer,M,21,174,67,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
73223,Noureddine Madjhoud,M,20,170,57,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,
73223,Noureddine Madjhoud,M,24,170,57,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,
73546,Bouzid Mahiouz,M,28,176,67,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
73856,Rabia Makhloufi,M,21,178,68,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
73857,Taoufik Makhloufi,M,24,170,67,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,
73857,Taoufik Makhloufi,M,24,170,67,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",Gold
73857,Taoufik Makhloufi,M,28,170,67,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Silver
73857,Taoufik Makhloufi,M,28,170,67,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Silver
73965,Mourad Malaoui,M,24,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
74570,Nadjim Manseur,M,20,180,73,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,
74591,Abderrahmane Mansouri,M,21,173,66,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
74593,Nawal Mansouri,F,23,174,64,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
74593,Nawal Mansouri,F,26,174,64,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
74680,Kamel Maoudj,M,14,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
76201,Ali Massaoudi,M,20,178,63,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
78011,Mahrez Mebarek,M,19,183,90,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,
78011,Mahrez Mebarek,M,19,183,90,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,
78011,Mahrez Mebarek,M,23,183,90,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,
78012,Ali Mebarki,M,23,165,57,Algeria,ALG,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,
78030,Khaled Meddah,M,22,180,90,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,
78030,Khaled Meddah,M,26,180,90,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,
78349,Mouloud Mekhnache,M,,180,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
78349,Mouloud Mekhnache,M,,180,78,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
78364,Lynda Mekzine,F,20,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Lightweight,
78561,Djamel Menad,M,19,177,69,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
78563,Asma Al-Menaifi,F,18,160,55,Algeria,ALG,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,
78563,Asma Al-Menaifi,F,18,160,55,Algeria,ALG,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,
78625,Widad Mendil,F,25,,,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",
78805,Nouria Mrah-Benida,F,25,162,54,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 800 metres,
78805,Nouria Mrah-Benida,F,29,162,54,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Gold
78882,Amar Meridja,M,20,175,73,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,
78882,Amar Meridja,M,24,175,73,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Lightweight,
78882,Amar Meridja,M,28,175,73,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,
78882,Amar Meridja,M,32,175,73,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Lightweight,
78883,Mohamed Meridja,M,27,178,71,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Lightweight,
78996,Chaabane Merzekane,M,21,182,74,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
79032,Benamar Meskine,M,31,173,64,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,
79114,Oussama Methazem,M,22,187,80,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
79275,Noureddine Meziane,M,25,178,71,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,
79275,Noureddine Meziane,M,29,178,71,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,
80035,Boualem Miloudi,M,23,192,106,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Heavyweight,
80215,Mohamed Mir,M,25,,,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",
81056,Rashid Mokhrani,M,20,180,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
81056,Rashid Mokhrani,M,24,180,78,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
81860,Abderrahmane Morceli,M,23,171,61,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",
81860,Abderrahmane Morceli,M,27,171,61,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",
81861,Noureddine Morceli,M,22,175,60,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",
81861,Noureddine Morceli,M,26,175,60,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",Gold
81861,Noureddine Morceli,M,30,175,60,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",
82556,Mohamed Moualek,M,23,178,68,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
82636,Yacine Mousli,M,25,170,68,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,
82639,Ahmed Moussa,M,28,163,60,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Extra-Lightweight,
82643,Meriem Moussa,F,20,150,48,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Extra-Lightweight,
82645,Mustapha Moussa,M,22,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,Bronze
82652,Samir Moussaoui,M,25,172,65,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",
82652,Samir Moussaoui,M,29,172,65,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",
82680,Lea Melissa Moutoussamy,F,14,161,53,Algeria,ALG,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Sabre, Individual",
84989,Souad Al-Nechab,F,24,178,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,
85024,Salim Nedjel-Hammou,M,24,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
86434,Issam Nima,M,33,187,75,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Triple Jump,
90050,Mohamed Amin Ouadahi,M,25,168,,Algeria,ALG,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,
90054,Lamine Ouahab,M,19,185,75,Algeria,ALG,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Singles,
90059,Newfel Ouatah,M,22,200,97,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,
90068,Kamel Ouchia,M,27,176,73,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
90068,Kamel Ouchia,M,31,176,73,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
90084,Rachida Ouerdane,F,25,168,70,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Middleweight,
90084,Rachida Ouerdane,F,29,168,70,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Middleweight,
90092,Azzedine Ouhib,M,27,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
90100,Fatima Zahra Oukazi,F,24,175,67,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
90104,Farid Oulami,M,26,174,65,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,
90117,Lydia Oulmou,F,22,186,74,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
90117,Lydia Oulmou,F,26,186,74,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
90136,Abdelhalim Ourradi,M,27,170,54,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Bantamweight,
98376,Miloud Rahmouni,M,33,178,62,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
98385,Abdelmalek Rahou,M,26,180,,Algeria,ALG,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Middleweight,
98386,Boualem Rahoui,M,23,165,58,Algeria,ALG,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",
98386,Boualem Rahoui,M,23,165,58,Algeria,ALG,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",
98387,Baya Rahouli,F,21,179,64,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Triple Jump,
98387,Baya Rahouli,F,25,179,64,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,
98387,Baya Rahouli,F,29,179,64,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Triple Jump,
99377,Omar Rebahi,M,22,166,60,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Extra-Lightweight,
99377,Omar Rebahi,M,25,166,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight,
99377,Omar Rebahi,M,29,166,60,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Extra-Lightweight,
99399,Miloud Rebiai,M,22,170,65,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
99501,Wassila Rdouane-Sad-Guerni,F,19,168,64,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",
99501,Wassila Rdouane-Sad-Guerni,F,23,168,64,Algeria,ALG,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",
99606,Youcef Reguigui,M,26,173,69,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
102911,Nabil Rouabhi,M,30,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
102912,Raouya Rouabhia,F,30,178,67,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
102916,Amina Rouba,F,25,173,60,Algeria,ALG,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,
102916,Amina Rouba,F,29,173,60,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,
104135,Hakim Sadi,M,23,176,56,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
104306,Abdel Hamid Sahil,M,23,182,75,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,
104322,Oussama Sahnoune,M,24,190,90,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
104322,Oussama Sahnoune,M,24,190,90,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
104336,Ahmed Sad,M,27,164,48,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Flyweight,
104337,Azzedine Sad,M,23,170,60,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,
104337,Azzedine Sad,M,27,170,60,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,
104345,Assa Djabir Sad-Guerni,M,23,187,70,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,Bronze
104345,Assa Djabir Sad-Guerni,M,27,187,70,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
104349,Kahina Saidi,F,24,173,63,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Middleweight,
104350,Redouane Sadi,M,25,175,82,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
104352,Ali Sadi-Sief,M,22,185,70,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",Silver
104352,Ali Sadi-Sief,M,26,185,70,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",
104352,Ali Sadi-Sief,M,30,185,70,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",
104724,Ferial Nadira Salhi,F,28,,,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Individual",
104799,Mohamed Salmi,M,28,168,61,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,
104800,Moustafa Kamel Salmi,M,23,175,73,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
104800,Moustafa Kamel Salmi,M,23,175,73,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
108258,Zineddine Mohamed Seghir,M,24,172,69,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
108258,Zineddine Mohamed Seghir,M,29,172,69,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
108647,Adel Sennoun,M,24,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
108648,Mourad Sennoun,M,30,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
108837,Mohamed Serir,M,23,175,66,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
108837,Mohamed Serir,M,27,175,66,Algeria,ALG,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
109481,Yacine Sheikh,M,22,172,48,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,
109481,Yacine Sheikh,M,26,172,48,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Flyweight,
110451,Kader Silia,M,21,176,76,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
111318,Hamid (Victor-) Sints,M,35,169,67,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
111952,Abdel Madjid Slimani,M,21,180,78,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
111953,Aghiles Slimani,M,21,172,57,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,
111953,Aghiles Slimani,M,21,172,57,Algeria,ALG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,
112998,Hocine Soltani,M,19,165,60,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Featherweight,Bronze
112998,Hocine Soltani,M,23,165,60,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,Gold
112999,Mebarek Soltani,M,18,172,51,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,
112999,Mebarek Soltani,M,22,172,51,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,
113394,Salima Al-Souakri (-Dahmani),F,17,158,52,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,
113394,Salima Al-Souakri (-Dahmani),F,21,158,52,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Extra-Lightweight,
113394,Salima Al-Souakri (-Dahmani),F,25,158,52,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,
113394,Salima Al-Souakri (-Dahmani),F,29,158,52,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Lightweight,
117675,Foudil Taalba,M,25,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
117714,Bilal Tabti,M,23,175,62,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
117752,Noureddine Tadjine,M,25,182,62,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,
118112,Kamel Talhaoui,M,29,174,67,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
118610,Ahmed Tarbi,M,26,160,59,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Bantamweight,
118610,Ahmed Tarbi,M,30,160,59,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Bantamweight,
118838,Mohammed Amine Tayeb,M,30,190,100,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,
119113,Faycal Tellouche,M,23,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
120566,Lies Tizioualou,M,27,,,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
121453,Nahida Mahour Bacha Touhami,F,26,175,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",
121453,Nahida Mahour Bacha Touhami,F,30,175,60,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",
121454,Abdelaziz Touilbini,M,29,188,91,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,
121464,Hakim Toumi,M,23,180,109,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Hammer Throw,
121464,Hakim Toumi,M,27,180,109,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,
122168,Faza Tsabet,F,23,183,79,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
132144,Reda Yadi,M,17,172,63,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,
132144,Reda Yadi,M,17,172,63,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
132165,Noureddine Al-Yagoubi,M,26,170,73,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Lightweight,
132165,Noureddine Al-Yagoubi,M,30,170,73,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Lightweight,
132175,Abdel Manaane Yahiaoui,M,25,,69,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Lightweight,
132175,Abdel Manaane Yahiaoui,M,29,,69,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Lightweight,
132176,Djamel Yahiouche,M,21,174,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,
132176,Djamel Yahiouche,M,21,174,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,
132176,Djamel Yahiouche,M,21,174,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
132176,Djamel Yahiouche,M,21,174,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Butterfly,
133250,Omar Yousfi,M,24,180,110,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,
133250,Omar Yousfi,M,32,180,110,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight II,
133979,Mohamed Zaoui,M,24,,,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,Bronze
134233,Messaoud Mohammed Zeghdane,M,27,178,74,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
134345,Slimane Zengli,M,23,170,54,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,
134345,Slimane Zengli,M,27,170,54,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,
134369,Antar Zerguelaine,M,23,183,69,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",
134909,Fateh Ziadi,M,35,179,84,Algeria,ALG,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Air Pistol, 10 metres",
134914,Rachid Ziar,M,30,175,60,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
135287,Houd Zourdani,M,22,165,66,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
