country,year,gas_proved_reserves,region
Algeria,1980,3.58,Africa
Algeria,1981,3.54,Africa
Algeria,1982,3.48,Africa
Algeria,1983,3.4,Africa
Algeria,1984,3.31,Africa
Algeria,1985,3.22,Africa
Algeria,1986,3.14,Africa
Algeria,1987,3.04,Africa
Algeria,1988,3.11,Africa
Algeria,1989,3.13,Africa
Algeria,1990,3.18,Africa
Algeria,1991,3.49,Africa
Algeria,1992,3.51,Africa
Algeria,1993,3.56,Africa
Algeria,1994,2.85,Africa
Algeria,1995,3.55,Africa
Algeria,1996,3.56,Africa
Algeria,1997,3.92,Africa
Algeria,1998,3.92,Africa
Algeria,1999,4.35,Africa
Algeria,2000,4.35,Africa
Algeria,2001,4.35,Africa
Algeria,2002,4.35,Africa
Algeria,2003,4.37,Africa
Algeria,2004,4.37,Africa
Algeria,2005,4.34,Africa
Algeria,2006,4.34,Africa
Algeria,2007,4.34,Africa
Algeria,2008,4.34,Africa
Algeria,2009,4.34,Africa
Algeria,2010,4.34,Africa
Algeria,2011,4.34,Africa
Algeria,2012,4.34,Africa
Algeria,2013,4.34,Africa
Algeria,2014,4.34,Africa
Algeria,2015,4.34,Africa
Algeria,2016,4.34,Africa
Algeria,2017,4.34,Africa
Algeria,2018,4.34,Africa
Egypt,1980,0.08,Africa
Egypt,1981,0.08,Africa
Egypt,1982,0.2,Africa
Egypt,1983,0.19,Africa
Egypt,1984,0.23,Africa
Egypt,1985,0.25,Africa
Egypt,1986,0.28,Africa
Egypt,1987,0.3,Africa
Egypt,1988,0.32,Africa
Egypt,1989,0.34,Africa
Egypt,1990,0.36,Africa
Egypt,1991,0.38,Africa
Egypt,1992,0.42,Africa
Egypt,1993,0.57,Africa
Egypt,1994,0.61,Africa
Egypt,1995,0.62,Africa
Egypt,1996,0.82,Africa
Egypt,1997,0.89,Africa
Egypt,1998,0.98,Africa
Egypt,1999,1.18,Africa
Egypt,2000,1.38,Africa
Egypt,2001,1.5,Africa
Egypt,2002,1.59,Africa
Egypt,2003,1.66,Africa
Egypt,2004,1.8,Africa
Egypt,2005,1.82,Africa
Egypt,2006,1.91,Africa
Egypt,2007,1.99,Africa
Egypt,2008,2.07,Africa
Egypt,2009,2.11,Africa
Egypt,2010,2.13,Africa
Egypt,2011,2.11,Africa
Egypt,2012,1.96,Africa
Egypt,2013,1.78,Africa
Egypt,2014,2.1,Africa
Egypt,2015,2.01,Africa
Egypt,2016,2.14,Africa
Egypt,2017,2.14,Africa
Egypt,2018,2.14,Africa
Libya,1980,0.65,Africa
Libya,1981,0.63,Africa
Libya,1982,0.62,Africa
Libya,1983,0.61,Africa
Libya,1984,0.6,Africa
Libya,1985,0.59,Africa
Libya,1986,0.69,Africa
Libya,1987,0.69,Africa
Libya,1988,0.79,Africa
Libya,1989,1.16,Africa
Libya,1990,1.15,Africa
Libya,1991,1.24,Africa
Libya,1992,1.23,Africa
Libya,1993,1.22,Africa
Libya,1994,1.24,Africa
Libya,1995,1.25,Africa
Libya,1996,1.25,Africa
Libya,1997,1.25,Africa
Libya,1998,1.25,Africa
Libya,1999,1.25,Africa
Libya,2000,1.25,Africa
Libya,2001,1.25,Africa
Libya,2002,1.43,Africa
Libya,2003,1.42,Africa
Libya,2004,1.42,Africa
Libya,2005,1.25,Africa
Libya,2006,1.35,Africa
Libya,2007,1.46,Africa
Libya,2008,1.46,Africa
Libya,2009,1.47,Africa
Libya,2010,1.42,Africa
Libya,2011,1.47,Africa
Libya,2012,1.47,Africa
Libya,2013,1.43,Africa
Libya,2014,1.43,Africa
Libya,2015,1.43,Africa
Libya,2016,1.43,Africa
Libya,2017,1.43,Africa
Libya,2018,1.43,Africa
Nigeria,1980,1.1,Africa
Nigeria,1981,1.09,Africa
Nigeria,1982,1.32,Africa
Nigeria,1983,1.3,Africa
Nigeria,1984,1.29,Africa
Nigeria,1985,1.27,Africa
Nigeria,1986,2.28,Africa
Nigeria,1987,2.29,Africa
Nigeria,1988,2.35,Africa
Nigeria,1989,2.69,Africa
Nigeria,1990,2.7,Africa
Nigeria,1991,3.23,Africa
Nigeria,1992,3.53,Africa
Nigeria,1993,3.5,Africa
Nigeria,1994,3.28,Africa
Nigeria,1995,3.3,Africa
Nigeria,1996,3.3,Africa
Nigeria,1997,3.31,Africa
Nigeria,1998,3.34,Africa
Nigeria,1999,3.34,Africa
Nigeria,2000,3.9,Africa
Nigeria,2001,4.4,Africa
Nigeria,2002,4.75,Africa
Nigeria,2003,4.8,Africa
Nigeria,2004,4.97,Africa
Nigeria,2005,4.89,Africa
Nigeria,2006,4.95,Africa
Nigeria,2007,5.03,Africa
Nigeria,2008,5.03,Africa
Nigeria,2009,5.03,Africa
Nigeria,2010,4.92,Africa
Nigeria,2011,4.92,Africa
Nigeria,2012,4.86,Africa
Nigeria,2013,4.85,Africa
Nigeria,2014,5.06,Africa
Nigeria,2015,5.02,Africa
Nigeria,2016,5.2,Africa
Nigeria,2017,5.35,Africa
Nigeria,2018,5.35,Africa
Other Africa,1980,0.33,Africa
Other Africa,1981,0.33,Africa
Other Africa,1982,0.42,Africa
Other Africa,1983,0.53,Africa
Other Africa,1984,0.54,Africa
Other Africa,1985,0.58,Africa
Other Africa,1986,0.7,Africa
Other Africa,1987,0.77,Africa
Other Africa,1988,0.79,Africa
Other Africa,1989,0.8,Africa
Other Africa,1990,0.8,Africa
Other Africa,1991,0.76,Africa
Other Africa,1992,0.77,Africa
Other Africa,1993,0.73,Africa
Other Africa,1994,0.76,Africa
Other Africa,1995,0.79,Africa
Other Africa,1996,0.81,Africa
Other Africa,1997,0.8,Africa
Other Africa,1998,0.82,Africa
Other Africa,1999,0.84,Africa
Other Africa,2000,1.05,Africa
Other Africa,2001,1.07,Africa
Other Africa,2002,1.04,Africa
Other Africa,2003,1,Africa
Other Africa,2004,1.02,Africa
Other Africa,2005,1.15,Africa
Other Africa,2006,1.15,Africa
Other Africa,2007,1.16,Africa
Other Africa,2008,1.13,Africa
Other Africa,2009,1.18,Africa
Other Africa,2010,1.18,Africa
Other Africa,2011,1.2,Africa
Other Africa,2012,1.19,Africa
Other Africa,2013,1.14,Africa
Other Africa,2014,1.11,Africa
Other Africa,2015,1.07,Africa
Other Africa,2016,1.2,Africa
Other Africa,2017,1.18,Africa
Other Africa,2018,1.18,Africa
Australia,1980,0.14,Asia Pacific
Australia,1981,0.36,Asia Pacific
Australia,1982,0.5,Asia Pacific
Australia,1983,0.49,Asia Pacific
Australia,1984,0.54,Asia Pacific
Australia,1985,0.55,Asia Pacific
Australia,1986,0.7,Asia Pacific
Australia,1987,0.83,Asia Pacific
Australia,1988,0.81,Asia Pacific
Australia,1989,0.74,Asia Pacific
Australia,1990,0.72,Asia Pacific
Australia,1991,0.74,Asia Pacific
Australia,1992,0.78,Asia Pacific
Australia,1993,0.77,Asia Pacific
Australia,1994,1.01,Asia Pacific
Australia,1995,0.99,Asia Pacific
Australia,1996,1.06,Asia Pacific
Australia,1997,1.17,Asia Pacific
Australia,1998,1.55,Asia Pacific
Australia,1999,1.55,Asia Pacific
Australia,2000,1.72,Asia Pacific
Australia,2001,2.08,Asia Pacific
Australia,2002,1.97,Asia Pacific
Australia,2003,1.86,Asia Pacific
Australia,2004,1.81,Asia Pacific
Australia,2005,1.84,Asia Pacific
Australia,2006,1.85,Asia Pacific
Australia,2007,1.79,Asia Pacific
Australia,2008,2.74,Asia Pacific
Australia,2009,2.75,Asia Pacific
Australia,2010,2.86,Asia Pacific
Australia,2011,2.81,Asia Pacific
Australia,2012,2.82,Asia Pacific
Australia,2013,2.82,Asia Pacific
Australia,2014,2.39,Asia Pacific
Australia,2015,2.39,Asia Pacific
Australia,2016,2.39,Asia Pacific
Australia,2017,2.39,Asia Pacific
Australia,2018,2.39,Asia Pacific
Bangladesh,1980,0.28,Asia Pacific
Bangladesh,1981,0.31,Asia Pacific
Bangladesh,1982,0.33,Asia Pacific
Bangladesh,1983,0.3,Asia Pacific
Bangladesh,1984,0.34,Asia Pacific
Bangladesh,1985,0.34,Asia Pacific
Bangladesh,1986,0.34,Asia Pacific
Bangladesh,1987,0.34,Asia Pacific
Bangladesh,1988,0.34,Asia Pacific
Bangladesh,1989,0.7,Asia Pacific
Bangladesh,1990,0.7,Asia Pacific
Bangladesh,1991,0.69,Asia Pacific
Bangladesh,1992,0.29,Asia Pacific
Bangladesh,1993,0.29,Asia Pacific
Bangladesh,1994,0.29,Asia Pacific
Bangladesh,1995,0.26,Asia Pacific
Bangladesh,1996,0.29,Asia Pacific
Bangladesh,1997,0.29,Asia Pacific
Bangladesh,1998,0.29,Asia Pacific
Bangladesh,1999,0.31,Asia Pacific
Bangladesh,2000,0.29,Asia Pacific
Bangladesh,2001,0.33,Asia Pacific
Bangladesh,2002,0.33,Asia Pacific
Bangladesh,2003,0.42,Asia Pacific
Bangladesh,2004,0.41,Asia Pacific
Bangladesh,2005,0.39,Asia Pacific
Bangladesh,2006,0.37,Asia Pacific
Bangladesh,2007,0.36,Asia Pacific
Bangladesh,2008,0.33,Asia Pacific
Bangladesh,2009,0.35,Asia Pacific
Bangladesh,2010,0.34,Asia Pacific
Bangladesh,2011,0.34,Asia Pacific
Bangladesh,2012,0.27,Asia Pacific
Bangladesh,2013,0.24,Asia Pacific
Bangladesh,2014,0.22,Asia Pacific
Bangladesh,2015,0.2,Asia Pacific
Bangladesh,2016,0.18,Asia Pacific
Bangladesh,2017,0.16,Asia Pacific
Bangladesh,2018,0.16,Asia Pacific
Brunei,1980,0.2,Asia Pacific
Brunei,1981,0.21,Asia Pacific
Brunei,1982,0.22,Asia Pacific
Brunei,1983,0.21,Asia Pacific
Brunei,1984,0.23,Asia Pacific
Brunei,1985,0.23,Asia Pacific
Brunei,1986,0.33,Asia Pacific
Brunei,1987,0.32,Asia Pacific
Brunei,1988,0.31,Asia Pacific
Brunei,1989,0.31,Asia Pacific
Brunei,1990,0.32,Asia Pacific
Brunei,1991,0.39,Asia Pacific
Brunei,1992,0.39,Asia Pacific
Brunei,1993,0.39,Asia Pacific
Brunei,1994,0.39,Asia Pacific
Brunei,1995,0.39,Asia Pacific
Brunei,1996,0.39,Asia Pacific
Brunei,1997,0.38,Asia Pacific
Brunei,1998,0.37,Asia Pacific
Brunei,1999,0.36,Asia Pacific
Brunei,2000,0.36,Asia Pacific
Brunei,2001,0.35,Asia Pacific
Brunei,2002,0.34,Asia Pacific
Brunei,2003,0.34,Asia Pacific
Brunei,2004,0.33,Asia Pacific
Brunei,2005,0.33,Asia Pacific
Brunei,2006,0.32,Asia Pacific
Brunei,2007,0.33,Asia Pacific
Brunei,2008,0.31,Asia Pacific
Brunei,2009,0.3,Asia Pacific
Brunei,2010,0.29,Asia Pacific
Brunei,2011,0.28,Asia Pacific
Brunei,2012,0.28,Asia Pacific
Brunei,2013,0.27,Asia Pacific
Brunei,2014,0.27,Asia Pacific
Brunei,2015,0.27,Asia Pacific
Brunei,2016,0.27,Asia Pacific
Brunei,2017,0.27,Asia Pacific
Brunei,2018,0.27,Asia Pacific
China,1980,0.71,Asia Pacific
China,1981,0.7,Asia Pacific
China,1982,0.87,Asia Pacific
China,1983,0.88,Asia Pacific
China,1984,0.9,Asia Pacific
China,1985,0.88,Asia Pacific
China,1986,0.87,Asia Pacific
China,1987,0.9,Asia Pacific
China,1988,0.93,Asia Pacific
China,1989,1.03,Asia Pacific
China,1990,1.01,Asia Pacific
China,1991,1.01,Asia Pacific
China,1992,1.41,Asia Pacific
China,1993,1.68,Asia Pacific
China,1994,1.68,Asia Pacific
China,1995,1.68,Asia Pacific
China,1996,1.18,Asia Pacific
China,1997,1.17,Asia Pacific
China,1998,1.38,Asia Pacific
China,1999,1.38,Asia Pacific
China,2000,1.38,Asia Pacific
China,2001,1.38,Asia Pacific
China,2002,1.28,Asia Pacific
China,2003,1.35,Asia Pacific
China,2004,1.46,Asia Pacific
China,2005,1.55,Asia Pacific
China,2006,1.7,Asia Pacific
China,2007,2.27,Asia Pacific
China,2008,2.71,Asia Pacific
China,2009,2.87,Asia Pacific
China,2010,2.75,Asia Pacific
China,2011,2.93,Asia Pacific
China,2012,3.14,Asia Pacific
China,2013,3.37,Asia Pacific
China,2014,3.58,Asia Pacific
China,2015,4.68,Asia Pacific
China,2016,5.48,Asia Pacific
China,2017,6.07,Asia Pacific
China,2018,6.07,Asia Pacific
India,1980,0.33,Asia Pacific
India,1981,0.4,Asia Pacific
India,1982,0.4,Asia Pacific
India,1983,0.44,Asia Pacific
India,1984,0.46,Asia Pacific
India,1985,0.46,Asia Pacific
India,1986,0.52,Asia Pacific
India,1987,0.53,Asia Pacific
India,1988,0.58,Asia Pacific
India,1989,0.66,Asia Pacific
India,1990,0.67,Asia Pacific
India,1991,0.7,Asia Pacific
India,1992,0.71,Asia Pacific
India,1993,0.69,Asia Pacific
India,1994,0.68,Asia Pacific
India,1995,0.65,Asia Pacific
India,1996,0.62,Asia Pacific
India,1997,0.67,Asia Pacific
India,1998,0.65,Asia Pacific
India,1999,0.62,Asia Pacific
India,2000,0.73,Asia Pacific
India,2001,0.73,Asia Pacific
India,2002,0.72,Asia Pacific
India,2003,0.82,Asia Pacific
India,2004,0.89,Asia Pacific
India,2005,1.06,Asia Pacific
India,2006,1.03,Asia Pacific
India,2007,1.02,Asia Pacific
India,2008,1.05,Asia Pacific
India,2009,1.07,Asia Pacific
India,2010,1.11,Asia Pacific
India,2011,1.23,Asia Pacific
India,2012,1.28,Asia Pacific
India,2013,1.3,Asia Pacific
India,2014,1.37,Asia Pacific
India,2015,1.2,Asia Pacific
India,2016,1.18,Asia Pacific
India,2017,1.24,Asia Pacific
India,2018,1.29,Asia Pacific
Indonesia,1980,0.83,Asia Pacific
Indonesia,1981,0.88,Asia Pacific
Indonesia,1982,0.97,Asia Pacific
Indonesia,1983,1.21,Asia Pacific
Indonesia,1984,1.72,Asia Pacific
Indonesia,1985,2.01,Asia Pacific
Indonesia,1986,2.3,Asia Pacific
Indonesia,1987,2.4,Asia Pacific
Indonesia,1988,2.6,Asia Pacific
Indonesia,1989,2.59,Asia Pacific
Indonesia,1990,2.91,Asia Pacific
Indonesia,1991,1.87,Asia Pacific
Indonesia,1992,1.85,Asia Pacific
Indonesia,1993,1.85,Asia Pacific
Indonesia,1994,1.85,Asia Pacific
Indonesia,1995,1.98,Asia Pacific
Indonesia,1996,2.08,Asia Pacific
Indonesia,1997,2.18,Asia Pacific
Indonesia,1998,2.21,Asia Pacific
Indonesia,1999,2.66,Asia Pacific
Indonesia,2000,2.72,Asia Pacific
Indonesia,2001,2.64,Asia Pacific
Indonesia,2002,2.6,Asia Pacific
Indonesia,2003,2.6,Asia Pacific
Indonesia,2004,2.81,Asia Pacific
Indonesia,2005,2.52,Asia Pacific
Indonesia,2006,2.67,Asia Pacific
Indonesia,2007,3.05,Asia Pacific
Indonesia,2008,3.23,Asia Pacific
Indonesia,2009,3.12,Asia Pacific
Indonesia,2010,3.01,Asia Pacific
Indonesia,2011,3.01,Asia Pacific
Indonesia,2012,2.97,Asia Pacific
Indonesia,2013,2.92,Asia Pacific
Indonesia,2014,2.88,Asia Pacific
Indonesia,2015,2.82,Asia Pacific
Indonesia,2016,2.91,Asia Pacific
Indonesia,2017,2.88,Asia Pacific
Indonesia,2018,2.76,Asia Pacific
Malaysia,1980,1.14,Asia Pacific
Malaysia,1981,1.18,Asia Pacific
Malaysia,1982,1.31,Asia Pacific
Malaysia,1983,1.36,Asia Pacific
Malaysia,1984,1.32,Asia Pacific
Malaysia,1985,1.43,Asia Pacific
Malaysia,1986,1.44,Asia Pacific
Malaysia,1987,1.42,Asia Pacific
Malaysia,1988,1.41,Asia Pacific
Malaysia,1989,1.39,Asia Pacific
Malaysia,1990,1.55,Asia Pacific
Malaysia,1991,1.61,Asia Pacific
Malaysia,1992,1.85,Asia Pacific
Malaysia,1993,2.09,Asia Pacific
Malaysia,1994,2.2,Asia Pacific
Malaysia,1995,2.31,Asia Pacific
Malaysia,1996,2.19,Asia Pacific
Malaysia,1997,2.17,Asia Pacific
Malaysia,1998,2.37,Asia Pacific
Malaysia,1999,2.34,Asia Pacific
Malaysia,2000,2.25,Asia Pacific
Malaysia,2001,2.25,Asia Pacific
Malaysia,2002,2.38,Asia Pacific
Malaysia,2003,2.43,Asia Pacific
Malaysia,2004,2.37,Asia Pacific
Malaysia,2005,2.32,Asia Pacific
Malaysia,2006,2.4,Asia Pacific
Malaysia,2007,2.42,Asia Pacific
Malaysia,2008,2.4,Asia Pacific
Malaysia,2009,2.4,Asia Pacific
Malaysia,2010,2.41,Asia Pacific
Malaysia,2011,2.45,Asia Pacific
Malaysia,2012,2.51,Asia Pacific
Malaysia,2013,2.68,Asia Pacific
Malaysia,2014,2.74,Asia Pacific
Malaysia,2015,2.74,Asia Pacific
Malaysia,2016,2.39,Asia Pacific
Malaysia,2017,2.39,Asia Pacific
Malaysia,2018,2.39,Asia Pacific
Myanmar,1980,0.09,Asia Pacific
Myanmar,1981,0.14,Asia Pacific
Myanmar,1982,0.14,Asia Pacific
Myanmar,1983,0.24,Asia Pacific
Myanmar,1984,0.26,Asia Pacific
Myanmar,1985,0.26,Asia Pacific
Myanmar,1986,0.26,Asia Pacific
Myanmar,1987,0.26,Asia Pacific
Myanmar,1988,0.26,Asia Pacific
Myanmar,1989,0.26,Asia Pacific
Myanmar,1990,0.26,Asia Pacific
Myanmar,1991,0.27,Asia Pacific
Myanmar,1992,0.27,Asia Pacific
Myanmar,1993,0.26,Asia Pacific
Myanmar,1994,0.26,Asia Pacific
Myanmar,1995,0.26,Asia Pacific
Myanmar,1996,0.28,Asia Pacific
Myanmar,1997,0.28,Asia Pacific
Myanmar,1998,0.28,Asia Pacific
Myanmar,1999,0.28,Asia Pacific
Myanmar,2000,0.28,Asia Pacific
Myanmar,2001,0.34,Asia Pacific
Myanmar,2002,0.44,Asia Pacific
Myanmar,2003,0.4,Asia Pacific
Myanmar,2004,0.48,Asia Pacific
Myanmar,2005,0.53,Asia Pacific
Myanmar,2006,0.53,Asia Pacific
Myanmar,2007,0.49,Asia Pacific
Myanmar,2008,0.34,Asia Pacific
Myanmar,2009,0.33,Asia Pacific
Myanmar,2010,0.22,Asia Pacific
Myanmar,2011,0.22,Asia Pacific
Myanmar,2012,0.28,Asia Pacific
Myanmar,2013,0.52,Asia Pacific
Myanmar,2014,0.52,Asia Pacific
Myanmar,2015,0.52,Asia Pacific
Myanmar,2016,1.17,Asia Pacific
Myanmar,2017,1.17,Asia Pacific
Myanmar,2018,1.17,Asia Pacific
Other Asia Pacific,1980,0.24,Asia Pacific
Other Asia Pacific,1981,0.24,Asia Pacific
Other Asia Pacific,1982,0.23,Asia Pacific
Other Asia Pacific,1983,0.23,Asia Pacific
Other Asia Pacific,1984,0.22,Asia Pacific
Other Asia Pacific,1985,0.25,Asia Pacific
Other Asia Pacific,1986,0.23,Asia Pacific
Other Asia Pacific,1987,0.22,Asia Pacific
Other Asia Pacific,1988,0.26,Asia Pacific
Other Asia Pacific,1989,0.25,Asia Pacific
Other Asia Pacific,1990,0.28,Asia Pacific
Other Asia Pacific,1991,0.31,Asia Pacific
Other Asia Pacific,1992,0.31,Asia Pacific
Other Asia Pacific,1993,0.32,Asia Pacific
Other Asia Pacific,1994,0.33,Asia Pacific
Other Asia Pacific,1995,0.39,Asia Pacific
Other Asia Pacific,1996,0.38,Asia Pacific
Other Asia Pacific,1997,0.39,Asia Pacific
Other Asia Pacific,1998,0.39,Asia Pacific
Other Asia Pacific,1999,0.33,Asia Pacific
Other Asia Pacific,2000,0.32,Asia Pacific
Other Asia Pacific,2001,0.37,Asia Pacific
Other Asia Pacific,2002,0.37,Asia Pacific
Other Asia Pacific,2003,0.41,Asia Pacific
Other Asia Pacific,2004,0.41,Asia Pacific
Other Asia Pacific,2005,0.4,Asia Pacific
Other Asia Pacific,2006,0.4,Asia Pacific
Other Asia Pacific,2007,0.33,Asia Pacific
Other Asia Pacific,2008,0.32,Asia Pacific
Other Asia Pacific,2009,0.29,Asia Pacific
Other Asia Pacific,2010,0.28,Asia Pacific
Other Asia Pacific,2011,0.28,Asia Pacific
Other Asia Pacific,2012,0.26,Asia Pacific
Other Asia Pacific,2013,0.29,Asia Pacific
Other Asia Pacific,2014,0.28,Asia Pacific
Other Asia Pacific,2015,0.26,Asia Pacific
Other Asia Pacific,2016,0.26,Asia Pacific
Other Asia Pacific,2017,0.25,Asia Pacific
Other Asia Pacific,2018,0.25,Asia Pacific
Pakistan,1980,0.29,Asia Pacific
Pakistan,1981,0.32,Asia Pacific
Pakistan,1982,0.36,Asia Pacific
Pakistan,1983,0.3,Asia Pacific
Pakistan,1984,0.3,Asia Pacific
Pakistan,1985,0.3,Asia Pacific
Pakistan,1986,0.36,Asia Pacific
Pakistan,1987,0.43,Asia Pacific
Pakistan,1988,0.34,Asia Pacific
Pakistan,1989,0.35,Asia Pacific
Pakistan,1990,0.38,Asia Pacific
Pakistan,1991,0.44,Asia Pacific
Pakistan,1992,0.48,Asia Pacific
Pakistan,1993,0.45,Asia Pacific
Pakistan,1994,0.45,Asia Pacific
Pakistan,1995,0.41,Asia Pacific
Pakistan,1996,0.39,Asia Pacific
Pakistan,1997,0.36,Asia Pacific
Pakistan,1998,0.4,Asia Pacific
Pakistan,1999,0.4,Asia Pacific
Pakistan,2000,0.5,Asia Pacific
Pakistan,2001,0.52,Asia Pacific
Pakistan,2002,0.55,Asia Pacific
Pakistan,2003,0.54,Asia Pacific
Pakistan,2004,0.58,Asia Pacific
