country,type,year,inter_reg
China,of which: Other Asia,2012,0
China,Other CIS,2012,20.77
China,LNG imports,2012,20.07
China,Total imports,2012,40.84
India,LNG imports,2012,18.43
India,Total imports,2012,18.43
India,LNG exports,2012,0
India,Total exports,2012,0
OECD Asia,Pipeline imports,2012,5.38
OECD Asia,LNG imports,2012,169.55
OECD Asia,Total imports,2012,174.94
OECD Asia,LNG exports,2012,28.29
OECD Asia,Total exports,2012,28.29
Other Asia,LNG imports,2012,18.5
Other Asia,Total imports,2012,18.5
Other Asia,Pipeline exports,2012,5.38
Other Asia,of which: China,2012,0
Other Asia,OECD Asia,2012,5.38
Other Asia,LNG exports,2012,64.96
Other Asia,Total exports,2012,70.34
World,Inter-regional pipeline trade,2012,460.34
World,LNG trade,2012,324.88
World,Total trade,2012,785.23
US,Pipeline imports,2013,75.95
US,LNG imports,2013,2.68
US,Total imports,2013,78.63
US,Pipeline exports,2013,42.52
US,LNG exports,2013,0.15
US,Total exports,2013,42.67
Other North America,Pipeline imports,2013,42.52
Other North America,LNG imports,2013,8.76
Other North America,Total imports,2013,51.28
Other North America,Pipeline exports,2013,75.95
Other North America,LNG exports,2013,0
Other North America,Total exports,2013,75.95
Brazil,Pipeline imports,2013,11.02
Brazil,LNG imports,2013,5.24
Brazil,Total imports,2013,16.26
Brazil,LNG exports,2013,0.07
Brazil,Total exports,2013,0.07
Other S&C America,LNG imports,2013,12.9
Other S&C America,Total imports,2013,12.9
Other S&C America,Pipeline exports,2013,11.02
Other S&C America,LNG exports,2013,24.09
Other S&C America,Total exports,2013,35.11
Europe,Pipeline imports,2013,234.08
Europe,of which: Russia,2013,187.33
Europe,Africa,2013,33.28
Europe,Other CIS,2013,5.23
Europe,Middle East,2013,8.25
Europe,LNG imports,2013,51.75
Europe,Total imports,2013,285.83
Europe,LNG exports,2013,9
Europe,Total exports,2013,9
Russia,Pipeline imports,2013,32.92
Russia,Total imports,2013,32.92
Russia,Pipeline exports,2013,210.66
Russia,of which: Europe,2013,187.33
Russia,Other CIS,2013,23.33
Russia,LNG exports,2013,14.55
Russia,Total exports,2013,225.21
Other CIS,Pipeline imports,2013,24.01
Other CIS,Total imports,2013,24.01
Other CIS,Pipeline exports,2013,69.51
Other CIS,of which: China,2013,26.19
Other CIS,Europe,2013,5.23
Other CIS,Middle East,2013,5.17
Other CIS,Russia,2013,32.92
Other CIS,Total exports,2013,69.51
Middle East,Pipeline imports,2013,6.28
Middle East,of which: Africa,2013,1.11
Middle East,Other CIS,2013,5.17
Middle East,LNG imports,2013,4.32
Middle East,Total imports,2013,10.59
Middle East,Pipeline exports,2013,8.93
Middle East,LNG exports,2013,135.22
Middle East,Total exports,2013,144.15
Africa,LNG imports,2013,0
Africa,Total imports,2013,0
Africa,Pipeline exports,2013,34.38
Africa,of which: Europe,2013,33.28
Africa,Middle East,2013,1.11
Africa,LNG exports,2013,46.97
Africa,Total exports,2013,81.35
China,Pipeline imports,2013,26.39
China,of which: Other Asia,2013,0.2
China,Other CIS,2013,26.19
China,LNG imports,2013,25.07
China,Total imports,2013,51.46
India,LNG imports,2013,17.96
India,Total imports,2013,17.96
India,LNG exports,2013,0
India,Total exports,2013,0
OECD Asia,Pipeline imports,2013,6.35
OECD Asia,LNG imports,2013,175.73
OECD Asia,Total imports,2013,182.08
OECD Asia,LNG exports,2013,30.61
OECD Asia,Total exports,2013,30.61
Other Asia,LNG imports,2013,22.43
Other Asia,Total imports,2013,22.43
Other Asia,Pipeline exports,2013,6.55
Other Asia,of which: China,2013,0.2
Other Asia,OECD Asia,2013,6.35
Other Asia,LNG exports,2013,66.18
Other Asia,Total exports,2013,72.73
World,Inter-regional pipeline trade,2013,459.52
World,LNG trade,2013,326.84
World,Total trade,2013,786.36
US,Pipeline imports,2014,71.85
US,LNG imports,2014,1.66
US,Total imports,2014,73.5
US,Pipeline exports,2014,40.42
US,LNG exports,2014,0.43
US,Total exports,2014,40.84
Other North America,Pipeline imports,2014,40.42
Other North America,LNG imports,2014,9.81
Other North America,Total imports,2014,50.23
Other North America,Pipeline exports,2014,71.85
Other North America,LNG exports,2014,0
Other North America,Total exports,2014,71.85
Brazil,Pipeline imports,2014,11.4
Brazil,LNG imports,2014,7.08
Brazil,Total imports,2014,18.48
Brazil,LNG exports,2014,0.18
Brazil,Total exports,2014,0.18
Other S&C America,LNG imports,2014,12.53
Other S&C America,Total imports,2014,12.53
Other S&C America,Pipeline exports,2014,11.4
Other S&C America,LNG exports,2014,23.25
Other S&C America,Total exports,2014,34.66
Europe,Pipeline imports,2014,209.36
Europe,of which: Russia,2014,163.96
Europe,Africa,2014,29.09
Europe,Other CIS,2014,7.64
Europe,Middle East,2014,8.67
Europe,LNG imports,2014,52.06
Europe,Total imports,2014,261.42
Europe,LNG exports,2014,13
Europe,Total exports,2014,13
Russia,Pipeline imports,2014,33.06
Russia,Total imports,2014,33.06
Russia,Pipeline exports,2014,189.6
Russia,of which: Europe,2014,163.96
Russia,Other CIS,2014,25.64
Russia,LNG exports,2014,13.61
Russia,Total exports,2014,203.21
Other CIS,Pipeline imports,2014,26.3
Other CIS,Total imports,2014,26.3
Other CIS,Pipeline exports,2014,75.35
Other CIS,of which: China,2014,27.38
Other CIS,Europe,2014,7.64
Other CIS,Middle East,2014,7.27
Other CIS,Russia,2014,33.06
Other CIS,Total exports,2014,75.35
Middle East,Pipeline imports,2014,7.55
Middle East,of which: Africa,2014,0.28
Middle East,Other CIS,2014,7.27
Middle East,LNG imports,2014,5.32
Middle East,Total imports,2014,12.87
Middle East,Pipeline exports,2014,9.33
Middle East,LNG exports,2014,132.17
Middle East,Total exports,2014,141.5
Africa,LNG imports,2014,0
Africa,Total imports,2014,0
Africa,Pipeline exports,2014,29.37
Africa,of which: Europe,2014,29.09
Africa,Middle East,2014,0.28
Africa,LNG exports,2014,49.45
Africa,Total exports,2014,78.82
China,Pipeline imports,2014,30.25
China,of which: Other Asia,2014,2.87
China,Other CIS,2014,27.38
China,LNG imports,2014,27.27
China,Total imports,2014,57.52
India,LNG imports,2014,19.15
India,Total imports,2014,19.15
India,LNG exports,2014,0
India,Total exports,2014,0
OECD Asia,Pipeline imports,2014,5.91
OECD Asia,LNG imports,2014,173.57
OECD Asia,Total imports,2014,179.48
OECD Asia,LNG exports,2014,32.19
OECD Asia,Total exports,2014,32.19
Other Asia,LNG imports,2014,25.19
Other Asia,Total imports,2014,25.19
Other Asia,Pipeline exports,2014,8.79
Other Asia,of which: China,2014,2.87
Other Asia,OECD Asia,2014,5.91
Other Asia,LNG exports,2014,69.34
Other Asia,Total exports,2014,78.13
World,Inter-regional pipeline trade,2014,436.1
World,LNG trade,2014,333.63
World,Total trade,2014,769.73
US,Pipeline imports,2015,71.59
US,LNG imports,2015,2.54
US,Total imports,2015,74.13
US,Pipeline exports,2015,47.23
US,LNG exports,2015,0.69
US,Total exports,2015,47.92
Other North America,Pipeline imports,2015,47.23
Other North America,LNG imports,2015,7.43
Other North America,Total imports,2015,54.66
Other North America,Pipeline exports,2015,71.59
Other North America,LNG exports,2015,0.01
Other North America,Total exports,2015,71.6
Brazil,Pipeline imports,2015,11.22
Brazil,LNG imports,2015,6.77
Brazil,Total imports,2015,17.99
Brazil,LNG exports,2015,0
Brazil,Total exports,2015,0
Other S&C America,LNG imports,2015,12.14
Other S&C America,Total imports,2015,12.14
Other S&C America,Pipeline exports,2015,11.22
Other S&C America,LNG exports,2015,21.36
Other S&C America,Total exports,2015,32.59
Europe,Pipeline imports,2015,214.93
Europe,of which: Russia,2015,169.37
Europe,Africa,2015,29.89
Europe,Other CIS,2015,8.14
Europe,Middle East,2015,7.53
Europe,LNG imports,2015,56.03
Europe,Total imports,2015,270.96
Europe,LNG exports,2015,11.01
Europe,Total exports,2015,11.01
Russia,Pipeline imports,2015,26.52
Russia,Total imports,2015,26.52
Russia,Pipeline exports,2015,194.22
Russia,of which: Europe,2015,169.37
Russia,Other CIS,2015,24.85
Russia,LNG exports,2015,14.62
Russia,Total exports,2015,208.84
Other CIS,Pipeline imports,2015,25.41
Other CIS,Total imports,2015,25.41
Other CIS,Pipeline exports,2015,72.6
Other CIS,of which: China,2015,28.66
Other CIS,Europe,2015,8.14
Other CIS,Middle East,2015,9.28
Other CIS,Russia,2015,26.52
Other CIS,Total exports,2015,72.6
Middle East,Pipeline imports,2015,9.58
Middle East,of which: Africa,2015,0.3
Middle East,Other CIS,2015,9.28
Middle East,LNG imports,2015,9.82
Middle East,Total imports,2015,19.39
Middle East,Pipeline exports,2015,8.08
Middle East,LNG exports,2015,125.45
Middle East,Total exports,2015,133.53
Africa,LNG imports,2015,3.91
Africa,Total imports,2015,3.91
Africa,Pipeline exports,2015,30.19
Africa,of which: Europe,2015,29.89
Africa,Middle East,2015,0.3
Africa,LNG exports,2015,48.48
Africa,Total exports,2015,78.67
China,Pipeline imports,2015,32.43
China,of which: Other Asia,2015,3.77
China,Other CIS,2015,28.66
China,LNG imports,2015,27
China,Total imports,2015,59.43
India,LNG imports,2015,20.03
India,Total imports,2015,20.03
India,LNG exports,2015,0.37
India,Total exports,2015,0.37
OECD Asia,Pipeline imports,2015,6.73
OECD Asia,LNG imports,2015,161.65
OECD Asia,Total imports,2015,168.38
OECD Asia,LNG exports,2015,40.1
OECD Asia,Total exports,2015,40.1
Other Asia,LNG imports,2015,29.78
Other Asia,Total imports,2015,29.78
Other Asia,Pipeline exports,2015,10.5
Other Asia,of which: China,2015,3.77
Other Asia,OECD Asia,2015,6.73
Other Asia,LNG exports,2015,75
Other Asia,Total exports,2015,85.51
World,Inter-regional pipeline trade,2015,445.63
World,LNG trade,2015,337.1
World,Total trade,2015,782.73
US,Pipeline imports,2016,79.53
US,LNG imports,2016,2.44
US,Total imports,2016,81.97
US,Pipeline exports,2016,58.65
US,LNG exports,2016,4.02
US,Total exports,2016,62.67
Other North America,Pipeline imports,2016,58.65
Other North America,LNG imports,2016,5.86
Other North America,Total imports,2016,64.51
Other North America,Pipeline exports,2016,79.53
Other North America,LNG exports,2016,0.03
Other North America,Total exports,2016,79.56
Brazil,Pipeline imports,2016,9.81
Brazil,LNG imports,2016,2.63
Brazil,Total imports,2016,12.44
Brazil,LNG exports,2016,0.57
Brazil,Total exports,2016,0.57
Other S&C America,LNG imports,2016,12.56
Other S&C America,Total imports,2016,12.56
Other S&C America,Pipeline exports,2016,9.81
Other S&C America,LNG exports,2016,19.84
Other S&C America,Total exports,2016,29.65
Europe,Pipeline imports,2016,230.52
Europe,of which: Russia,2016,176.34
Europe,Africa,2016,38.58
Europe,Other CIS,2016,8.18
Europe,Middle East,2016,7.42
Europe,LNG imports,2016,56.5
Europe,Total imports,2016,287.01
Europe,LNG exports,2016,10.63
Europe,Total exports,2016,10.63
Russia,Pipeline imports,2016,24.28
Russia,Total imports,2016,24.28
Russia,Pipeline exports,2016,202.04
Russia,of which: Europe,2016,176.34
Russia,Other CIS,2016,25.69
Russia,LNG exports,2016,14.62
Russia,Total exports,2016,216.65
Other CIS,Pipeline imports,2016,26.25
Other CIS,Total imports,2016,26.25
Other CIS,Pipeline exports,2016,72.79
Other CIS,of which: China,2016,33.02
Other CIS,Europe,2016,8.18
Other CIS,Middle East,2016,7.32
Other CIS,Russia,2016,24.28
Other CIS,Total exports,2016,72.79
Middle East,Pipeline imports,2016,7.32
Middle East,of which: Africa,2016,0
Middle East,Other CIS,2016,7.32
Middle East,LNG imports,2016,13.74
Middle East,Total imports,2016,21.06
Middle East,Pipeline exports,2016,7.97
Middle East,LNG exports,2016,125.97
Middle East,Total exports,2016,133.94
Africa,LNG imports,2016,10.71
Africa,Total imports,2016,10.71
Africa,Pipeline exports,2016,38.58
Africa,of which: Europe,2016,38.58
Africa,Middle East,2016,0
Africa,LNG exports,2016,46.31
Africa,Total exports,2016,84.9
China,Pipeline imports,2016,36.76
China,of which: Other Asia,2016,3.74
China,Other CIS,2016,33.02
China,LNG imports,2016,36.76
China,Total imports,2016,73.52
India,LNG imports,2016,24.29
India,Total imports,2016,24.29
India,LNG exports,2016,0.08
India,Total exports,2016,0.08
OECD Asia,Pipeline imports,2016,6.49
OECD Asia,LNG imports,2016,159.87
OECD Asia,Total imports,2016,166.36
OECD Asia,LNG exports,2016,60.48
OECD Asia,Total exports,2016,60.48
Other Asia,LNG imports,2016,32.98
Other Asia,Total imports,2016,32.98
Other Asia,Pipeline exports,2016,10.23
Other Asia,of which: China,2016,3.74
Other Asia,OECD Asia,2016,6.49
Other Asia,LNG exports,2016,75.81
Other Asia,Total exports,2016,86.04
World,Inter-regional pipeline trade,2016,479.61
World,LNG trade,2016,358.34
World,Total trade,2016,837.95
US,Pipeline imports,2017,80.79
US,LNG imports,2017,2.16
US,Total imports,2017,82.95
US,Pipeline exports,2017,66.07
US,LNG exports,2017,17.19
US,Total exports,2017,83.26
Other North America,Pipeline imports,2017,66.07
Other North America,LNG imports,2017,7
Other North America,Total imports,2017,73.07
Other North America,Pipeline exports,2017,80.79
Other North America,LNG exports,2017,0.04
Other North America,Total exports,2017,80.84
Brazil,Pipeline imports,2017,8.41
Brazil,LNG imports,2017,1.71
Brazil,Total imports,2017,10.12
Brazil,LNG exports,2017,0.21
Brazil,Total exports,2017,0.21
Other S&C America,LNG imports,2017,11.74
Other S&C America,Total imports,2017,11.74
Other S&C America,Pipeline exports,2017,8.41
Other S&C America,LNG exports,2017,19.06
Other S&C America,Total exports,2017,27.47
Europe,Pipeline imports,2017,247.46
Europe,of which: Russia,2017,192.98
Europe,Africa,2017,37.48
Europe,Other CIS,2017,8.09
Europe,Middle East,2017,8.9
Europe,LNG imports,2017,65.28
Europe,Total imports,2017,312.73
Europe,LNG exports,2017,7.95
Europe,Total exports,2017,7.95
Russia,Pipeline imports,2017,28.64
Russia,Total imports,2017,28.64
Russia,Pipeline exports,2017,219.73
Russia,of which: Europe,2017,192.98
Russia,Other CIS,2017,26.74
Russia,LNG exports,2017,15.44
Russia,Total exports,2017,235.17
Other CIS,Pipeline imports,2017,28.82
Other CIS,Total imports,2017,28.82
Other CIS,Pipeline exports,2017,78.03
Other CIS,of which: China,2017,36.66
Other CIS,Europe,2017,8.09
Other CIS,Middle East,2017,4.63
Other CIS,Russia,2017,28.64
Other CIS,Total exports,2017,78.03
Middle East,Pipeline imports,2017,4.63
Middle East,of which: Africa,2017,0
Middle East,Other CIS,2017,4.63
Middle East,LNG imports,2017,13.04
Middle East,Total imports,2017,17.68
Middle East,Pipeline exports,2017,10.98
Middle East,LNG exports,2017,122.72
Middle East,Total exports,2017,133.7
Africa,LNG imports,2017,8.31
Africa,Total imports,2017,8.31
Africa,Pipeline exports,2017,37.48
Africa,of which: Europe,2017,37.48
Africa,Middle East,2017,0
Africa,LNG exports,2017,55.83
Africa,Total exports,2017,93.31
China,Pipeline imports,2017,39.9
China,of which: Other Asia,2017,3.24
China,Other CIS,2017,36.66
China,LNG imports,2017,52.93
China,Total imports,2017,92.83
India,LNG imports,2017,26.14
India,Total imports,2017,26.14
India,LNG exports,2017,0.1
India,Total exports,2017,0.1
OECD Asia,Pipeline imports,2017,5.81
OECD Asia,LNG imports,2017,165.35
OECD Asia,Total imports,2017,171.16
OECD Asia,LNG exports,2017,76.82
OECD Asia,Total exports,2017,76.82
Other Asia,LNG imports,2017,40.21
Other Asia,Total imports,2017,40.21
Other Asia,Pipeline exports,2017,9.05
Other Asia,of which: China,2017,3.24
Other Asia,OECD Asia,2017,5.81
Other Asia,LNG exports,2017,78.52
Other Asia,Total exports,2017,87.56
World,Inter-regional pipeline trade,2017,510.54
World,LNG trade,2017,393.88
World,Total trade,2017,904.42
US,Pipeline imports,2018,77.34
US,LNG imports,2018,2.12
US,Total imports,2018,79.45
US,Pipeline exports,2018,67.64
US,LNG exports,2018,28.43
US,Total exports,2018,96.07
Other North America,Pipeline imports,2018,67.64
Other North America,LNG imports,2018,7.5
Other North America,Total imports,2018,75.15
Other North America,Pipeline exports,2018,77.34
Other North America,LNG exports,2018,0.05
Other North America,Total exports,2018,77.39
Brazil,Pipeline imports,2018,7.64
Brazil,LNG imports,2018,2.87
Brazil,Total imports,2018,10.51
Brazil,LNG exports,2018,0.07
Brazil,Total exports,2018,0.07
Other S&C America,LNG imports,2018,11.6
Other S&C America,Total imports,2018,11.6
Other S&C America,Pipeline exports,2018,7.64
Other S&C America,LNG exports,2018,21.54
Other S&C America,Total exports,2018,29.18
Europe,Pipeline imports,2018,249.07
Europe,of which: Russia,2018,193.82
Europe,Africa,2018,38.49
Europe,Other CIS,2018,9.19
Europe,Middle East,2018,7.57
Europe,LNG imports,2018,71.52
Europe,Total imports,2018,320.59
Europe,LNG exports,2018,11.65
Europe,Total exports,2018,11.65
Russia,Pipeline imports,2018,25.17
Russia,Total imports,2018,25.17
Russia,Pipeline exports,2018,222.98
Russia,of which: Europe,2018,193.82
Russia,Other CIS,2018,29.16
Russia,LNG exports,2018,24.94
Russia,Total exports,2018,247.92
Other CIS,Pipeline imports,2018,29.65
Other CIS,Total imports,2018,29.65
Other CIS,Pipeline exports,2018,81.38
Other CIS,of which: China,2018,45.04
Other CIS,Europe,2018,9.19
Other CIS,Middle East,2018,1.98
Other CIS,Russia,2018,25.17
Other CIS,Total exports,2018,81.38
Middle East,Pipeline imports,2018,2.13
Middle East,of which: Africa,2018,0.15
Middle East,Other CIS,2018,1.98
Middle East,LNG imports,2018,9.37
Middle East,Total imports,2018,11.5
Middle East,Pipeline exports,2018,8.06
Middle East,LNG exports,2018,125.83
Middle East,Total exports,2018,133.88
Africa,LNG imports,2018,3.17
Africa,Total imports,2018,3.17
Africa,Pipeline exports,2018,38.64
Africa,of which: Europe,2018,38.49
Africa,Middle East,2018,0.15
Africa,LNG exports,2018,53.95
Africa,Total exports,2018,92.59
China,Pipeline imports,2018,47.89
China,of which: Other Asia,2018,2.85
China,Other CIS,2018,45.04
China,LNG imports,2018,73.45
China,Total imports,2018,121.34
India,LNG imports,2018,30.6
India,Total imports,2018,30.6
India,LNG exports,2018,0
India,Total exports,2018,0
OECD Asia,Pipeline imports,2018,5.87
OECD Asia,LNG imports,2018,173.19
OECD Asia,Total imports,2018,179.05
OECD Asia,LNG exports,2018,91.9
OECD Asia,Total exports,2018,91.9
Other Asia,LNG imports,2018,45.59
Other Asia,Total imports,2018,45.59
Other Asia,Pipeline exports,2018,8.72
Other Asia,of which: China,2018,2.85
Other Asia,OECD Asia,2018,5.87
Other Asia,LNG exports,2018,72.61
Other Asia,Total exports,2018,81.33
World,Inter-regional pipeline trade,2018,512.39
World,LNG trade,2018,430.97
World,Total trade,2018,943.36
