country,year,gas_production_bcm,region
Pakistan,1975,3.81, Asia Pacific
Pakistan,1976,3.88, Asia Pacific
Pakistan,1977,4.24, Asia Pacific
Pakistan,1978,4.36, Asia Pacific
Pakistan,1979,4.91, Asia Pacific
Pakistan,1980,6, Asia Pacific
Pakistan,1981,6.54, Asia Pacific
Pakistan,1982,7.13, Asia Pacific
Pakistan,1983,7.03, Asia Pacific
Pakistan,1984,7.21, Asia Pacific
Pakistan,1985,7.36, Asia Pacific
Pakistan,1986,7.9, Asia Pacific
Pakistan,1987,8.46, Asia Pacific
Pakistan,1988,8.97, Asia Pacific
Pakistan,1989,9.56, Asia Pacific
Pakistan,1990,10.21, Asia Pacific
Pakistan,1991,11.03, Asia Pacific
Pakistan,1992,10.82, Asia Pacific
Pakistan,1993,12.46, Asia Pacific
Pakistan,1994,12.7, Asia Pacific
Pakistan,1995,13.03, Asia Pacific
Pakistan,1996,14.15, Asia Pacific
Pakistan,1997,14.11, Asia Pacific
Pakistan,1998,14.86, Asia Pacific
Pakistan,1999,16.95, Asia Pacific
Pakistan,2000,17.95, Asia Pacific
Pakistan,2001,18.95, Asia Pacific
Pakistan,2002,20.55, Asia Pacific
Pakistan,2003,25.55, Asia Pacific
Pakistan,2004,30.68, Asia Pacific
Pakistan,2005,32.61, Asia Pacific
Pakistan,2006,33.32, Asia Pacific
Pakistan,2007,33.8, Asia Pacific
Pakistan,2008,34.61, Asia Pacific
Pakistan,2009,34.7, Asia Pacific
Pakistan,2010,35.35, Asia Pacific
Pakistan,2011,35.34, Asia Pacific
Pakistan,2012,36.6, Asia Pacific
Pakistan,2013,35.59, Asia Pacific
Pakistan,2014,34.99, Asia Pacific
Pakistan,2015,35.05, Asia Pacific
Pakistan,2016,34.68, Asia Pacific
Pakistan,2017,34.65, Asia Pacific
Pakistan,2018,34.19, Asia Pacific
Thailand,1970,0, Asia Pacific
Thailand,1971,0, Asia Pacific
Thailand,1972,0, Asia Pacific
Thailand,1973,0, Asia Pacific
Thailand,1974,0, Asia Pacific
Thailand,1975,0, Asia Pacific
Thailand,1976,0, Asia Pacific
Thailand,1977,0, Asia Pacific
Thailand,1978,0, Asia Pacific
Thailand,1979,0, Asia Pacific
Thailand,1980,0, Asia Pacific
Thailand,1981,0.27, Asia Pacific
Thailand,1982,1.39, Asia Pacific
Thailand,1983,1.64, Asia Pacific
Thailand,1984,2.44, Asia Pacific
Thailand,1985,3.21, Asia Pacific
Thailand,1986,3.74, Asia Pacific
Thailand,1987,5.23, Asia Pacific
Thailand,1988,6.2, Asia Pacific
Thailand,1989,6.19, Asia Pacific
Thailand,1990,6.75, Asia Pacific
Thailand,1991,8.37, Asia Pacific
Thailand,1992,8.92, Asia Pacific
Thailand,1993,10.04, Asia Pacific
Thailand,1994,11.1, Asia Pacific
Thailand,1995,11.76, Asia Pacific
Thailand,1996,13.59, Asia Pacific
Thailand,1997,16.73, Asia Pacific
Thailand,1998,18.16, Asia Pacific
Thailand,1999,19.9, Asia Pacific
Thailand,2000,20.9, Asia Pacific
Thailand,2001,20.32, Asia Pacific
Thailand,2002,21.24, Asia Pacific
Thailand,2003,22.22, Asia Pacific
Thailand,2004,23.15, Asia Pacific
Thailand,2005,24.52, Asia Pacific
Thailand,2006,25.17, Asia Pacific
Thailand,2007,26.9, Asia Pacific
Thailand,2008,29.8, Asia Pacific
Thailand,2009,31.98, Asia Pacific
Thailand,2010,37.5, Asia Pacific
Thailand,2011,38.26, Asia Pacific
Thailand,2012,42.86, Asia Pacific
Thailand,2013,43.26, Asia Pacific
Thailand,2014,43.57, Asia Pacific
Thailand,2015,41.18, Asia Pacific
Thailand,2016,40.41, Asia Pacific
Thailand,2017,38.72, Asia Pacific
Thailand,2018,37.73, Asia Pacific
Vietnam,1970,0, Asia Pacific
Vietnam,1971,0, Asia Pacific
Vietnam,1972,0, Asia Pacific
Vietnam,1973,0, Asia Pacific
Vietnam,1974,0, Asia Pacific
Vietnam,1975,0, Asia Pacific
Vietnam,1976,0, Asia Pacific
Vietnam,1977,0, Asia Pacific
Vietnam,1978,0, Asia Pacific
Vietnam,1979,0, Asia Pacific
Vietnam,1980,0, Asia Pacific
Vietnam,1981,0.01, Asia Pacific
Vietnam,1982,0.02, Asia Pacific
Vietnam,1983,0.06, Asia Pacific
Vietnam,1984,0.06, Asia Pacific
Vietnam,1985,0.03, Asia Pacific
Vietnam,1986,0.04, Asia Pacific
Vietnam,1987,0.04, Asia Pacific
Vietnam,1988,0.03, Asia Pacific
Vietnam,1989,0.03, Asia Pacific
Vietnam,1990,0.04, Asia Pacific
Vietnam,1991,0.07, Asia Pacific
Vietnam,1992,0.2, Asia Pacific
Vietnam,1993,0.24, Asia Pacific
Vietnam,1994,0.24, Asia Pacific
Vietnam,1995,0.14, Asia Pacific
Vietnam,1996,0.28, Asia Pacific
Vietnam,1997,0.51, Asia Pacific
Vietnam,1998,0.87, Asia Pacific
Vietnam,1999,1.25, Asia Pacific
Vietnam,2000,1.54, Asia Pacific
Vietnam,2001,1.93, Asia Pacific
Vietnam,2002,2.32, Asia Pacific
Vietnam,2003,2.29, Asia Pacific
Vietnam,2004,4.01, Asia Pacific
Vietnam,2005,6.21, Asia Pacific
Vietnam,2006,6.75, Asia Pacific
Vietnam,2007,6.83, Asia Pacific
Vietnam,2008,7.24, Asia Pacific
Vietnam,2009,7.73, Asia Pacific
Vietnam,2010,9.07, Asia Pacific
Vietnam,2011,8.18, Asia Pacific
Vietnam,2012,9.03, Asia Pacific
Vietnam,2013,9.41, Asia Pacific
Vietnam,2014,9.85, Asia Pacific
Vietnam,2015,10.29, Asia Pacific
Vietnam,2016,10.24, Asia Pacific
Vietnam,2017,9.52, Asia Pacific
Vietnam,2018,9.64, Asia Pacific
Azerbaijan,1970,, CIS
Azerbaijan,1971,, CIS
Azerbaijan,1972,, CIS
Azerbaijan,1973,, CIS
Azerbaijan,1974,, CIS
Azerbaijan,1975,, CIS
Azerbaijan,1976,, CIS
Azerbaijan,1977,, CIS
Azerbaijan,1978,, CIS
Azerbaijan,1979,, CIS
Azerbaijan,1980,, CIS
Azerbaijan,1981,, CIS
Azerbaijan,1982,, CIS
Azerbaijan,1983,, CIS
Azerbaijan,1984,, CIS
Azerbaijan,1985,13.72, CIS
Azerbaijan,1986,13.26, CIS
Azerbaijan,1987,12.19, CIS
Azerbaijan,1988,11.6, CIS
Azerbaijan,1989,10.82, CIS
Azerbaijan,1990,9.65, CIS
Azerbaijan,1991,8.38, CIS
Azerbaijan,1992,7.7, CIS
Azerbaijan,1993,6.63, CIS
Azerbaijan,1994,6.24, CIS
Azerbaijan,1995,6.43, CIS
Azerbaijan,1996,5.73, CIS
Azerbaijan,1997,5.46, CIS
Azerbaijan,1998,5.09, CIS
Azerbaijan,1999,5.46, CIS
Azerbaijan,2000,5.14, CIS
Azerbaijan,2001,5.04, CIS
Azerbaijan,2002,4.68, CIS
Azerbaijan,2003,4.66, CIS
Azerbaijan,2004,4.54, CIS
Azerbaijan,2005,5.59, CIS
Azerbaijan,2006,6.59, CIS
Azerbaijan,2007,10.56, CIS
Azerbaijan,2008,15.93, CIS
Azerbaijan,2009,15.91, CIS
Azerbaijan,2010,16.25, CIS
Azerbaijan,2011,15.95, CIS
Azerbaijan,2012,16.81, CIS
Azerbaijan,2013,17.45, CIS
Azerbaijan,2014,18.38, CIS
Azerbaijan,2015,18.78, CIS
Azerbaijan,2016,18.28, CIS
Azerbaijan,2017,17.76, CIS
Azerbaijan,2018,18.76, CIS
Kazakhstan,1970,, CIS
Kazakhstan,1971,, CIS
Kazakhstan,1972,, CIS
Kazakhstan,1973,, CIS
Kazakhstan,1974,, CIS
Kazakhstan,1975,, CIS
Kazakhstan,1976,, CIS
Kazakhstan,1977,, CIS
Kazakhstan,1978,, CIS
Kazakhstan,1979,, CIS
Kazakhstan,1980,, CIS
Kazakhstan,1981,, CIS
Kazakhstan,1982,, CIS
Kazakhstan,1983,, CIS
Kazakhstan,1984,, CIS
Kazakhstan,1985,4.67, CIS
Kazakhstan,1986,4.99, CIS
Kazakhstan,1987,5.41, CIS
Kazakhstan,1988,6.11, CIS
Kazakhstan,1989,5.75, CIS
Kazakhstan,1990,6.09, CIS
Kazakhstan,1991,6.25, CIS
Kazakhstan,1992,5.86, CIS
Kazakhstan,1993,5.28, CIS
Kazakhstan,1994,3.27, CIS
Kazakhstan,1995,4.11, CIS
Kazakhstan,1996,3.56, CIS
Kazakhstan,1997,5.78, CIS
Kazakhstan,1998,5.08, CIS
Kazakhstan,1999,6.76, CIS
Kazakhstan,2000,8.48, CIS
Kazakhstan,2001,8.65, CIS
Kazakhstan,2002,9.22, CIS
Kazakhstan,2003,11.12, CIS
Kazakhstan,2004,13.1, CIS
Kazakhstan,2005,14.59, CIS
Kazakhstan,2006,15.23, CIS
Kazakhstan,2007,15.79, CIS
Kazakhstan,2008,18.29, CIS
Kazakhstan,2009,19.01, CIS
Kazakhstan,2010,20.43, CIS
Kazakhstan,2011,20.09, CIS
Kazakhstan,2012,19.83, CIS
Kazakhstan,2013,21.38, CIS
Kazakhstan,2014,21.68, CIS
Kazakhstan,2015,21.97, CIS
Kazakhstan,2016,22.95, CIS
Kazakhstan,2017,23.41, CIS
Kazakhstan,2018,24.37, CIS
Other CIS,1970,0, CIS
Other CIS,1971,0, CIS
Other CIS,1972,0, CIS
Other CIS,1973,0, CIS
Other CIS,1974,0, CIS
Other CIS,1975,0, CIS
Other CIS,1976,0, CIS
Other CIS,1977,0, CIS
Other CIS,1978,0, CIS
Other CIS,1979,0, CIS
Other CIS,1980,0, CIS
Other CIS,1981,0, CIS
Other CIS,1982,0, CIS
Other CIS,1983,0, CIS
Other CIS,1984,0, CIS
Other CIS,1985,0.72, CIS
Other CIS,1986,0.8, CIS
Other CIS,1987,0.8, CIS
Other CIS,1988,0.71, CIS
Other CIS,1989,0.71, CIS
Other CIS,1990,0.6, CIS
Other CIS,1991,0.57, CIS
Other CIS,1992,0.55, CIS
Other CIS,1993,0.47, CIS
Other CIS,1994,0.46, CIS
Other CIS,1995,0.43, CIS
Other CIS,1996,0.4, CIS
Other CIS,1997,0.39, CIS
Other CIS,1998,0.38, CIS
Other CIS,1999,0.4, CIS
Other CIS,2000,0.41, CIS
Other CIS,2001,0.42, CIS
Other CIS,2002,0.39, CIS
Other CIS,2003,0.4, CIS
Other CIS,2004,0.39, CIS
Other CIS,2005,0.36, CIS
Other CIS,2006,0.33, CIS
Other CIS,2007,0.3, CIS
Other CIS,2008,0.3, CIS
Other CIS,2009,0.31, CIS
Other CIS,2010,0.33, CIS
Other CIS,2011,0.34, CIS
Other CIS,2012,0.33, CIS
Other CIS,2013,0.34, CIS
Other CIS,2014,0.33, CIS
Other CIS,2015,0.34, CIS
Other CIS,2016,0.32, CIS
Other CIS,2017,0.3, CIS
Other CIS,2018,0.31, CIS
Russian Federation,1970,, CIS
Russian Federation,1971,, CIS
Russian Federation,1972,, CIS
Russian Federation,1973,, CIS
Russian Federation,1974,, CIS
Russian Federation,1975,, CIS
Russian Federation,1976,, CIS
Russian Federation,1977,, CIS
Russian Federation,1978,, CIS
Russian Federation,1979,, CIS
Russian Federation,1980,, CIS
Russian Federation,1981,, CIS
Russian Federation,1982,, CIS
Russian Federation,1983,, CIS
Russian Federation,1984,, CIS
Russian Federation,1985,424.88, CIS
Russian Federation,1986,462.57, CIS
Russian Federation,1987,500.55, CIS
Russian Federation,1988,542.39, CIS
Russian Federation,1989,566.3, CIS
Russian Federation,1990,599.59, CIS
Russian Federation,1991,591.31, CIS
Russian Federation,1992,592.23, CIS
Russian Federation,1993,568.6, CIS
Russian Federation,1994,558.48, CIS
Russian Federation,1995,541.19, CIS
Russian Federation,1996,552.32, CIS
Russian Federation,1997,523.54, CIS
Russian Federation,1998,541.29, CIS
Russian Federation,1999,544.41, CIS
Russian Federation,2000,537.06, CIS
Russian Federation,2001,534.76, CIS
Russian Federation,2002,547.54, CIS
Russian Federation,2003,570.62, CIS
Russian Federation,2004,582.58, CIS
Russian Federation,2005,589.47, CIS
Russian Federation,2006,604.78, CIS
Russian Federation,2007,601.61, CIS
Russian Federation,2008,611.45, CIS
Russian Federation,2009,536.19, CIS
Russian Federation,2010,598.39, CIS
Russian Federation,2011,616.83, CIS
Russian Federation,2012,601.85, CIS
Russian Federation,2013,614.5, CIS
Russian Federation,2014,591.16, CIS
Russian Federation,2015,584.44, CIS
Russian Federation,2016,589.28, CIS
Russian Federation,2017,635.56, CIS
Russian Federation,2018,669.48, CIS
Turkmenistan,1970,, CIS
Turkmenistan,1971,, CIS
Turkmenistan,1972,, CIS
Turkmenistan,1973,, CIS
Turkmenistan,1974,, CIS
Turkmenistan,1975,, CIS
Turkmenistan,1976,, CIS
Turkmenistan,1977,, CIS
Turkmenistan,1978,, CIS
Turkmenistan,1979,, CIS
Turkmenistan,1980,, CIS
Turkmenistan,1981,, CIS
Turkmenistan,1982,, CIS
Turkmenistan,1983,, CIS
Turkmenistan,1984,, CIS
Turkmenistan,1985,78.73, CIS
Turkmenistan,1986,80.16, CIS
Turkmenistan,1987,83.38, CIS
Turkmenistan,1988,83.57, CIS
Turkmenistan,1989,85.08, CIS
Turkmenistan,1990,79.24, CIS
Turkmenistan,1991,76.14, CIS
Turkmenistan,1992,50.3, CIS
Turkmenistan,1993,58.89, CIS
Turkmenistan,1994,32.33, CIS
Turkmenistan,1995,29.16, CIS
Turkmenistan,1996,31.76, CIS
Turkmenistan,1997,15.62, CIS
Turkmenistan,1998,12.01, CIS
Turkmenistan,1999,20.59, CIS
Turkmenistan,2000,42.44, CIS
Turkmenistan,2001,46.33, CIS
Turkmenistan,2002,48.31, CIS
Turkmenistan,2003,53.42, CIS
Turkmenistan,2004,52.65, CIS
Turkmenistan,2005,56.88, CIS
Turkmenistan,2006,56.6, CIS
Turkmenistan,2007,61.6, CIS
Turkmenistan,2008,61.6, CIS
Turkmenistan,2009,33.32, CIS
Turkmenistan,2010,40.13, CIS
Turkmenistan,2011,56.31, CIS
Turkmenistan,2012,58.96, CIS
Turkmenistan,2013,58.96, CIS
Turkmenistan,2014,63.5, CIS
Turkmenistan,2015,65.87, CIS
Turkmenistan,2016,63.22, CIS
Turkmenistan,2017,58.68, CIS
Turkmenistan,2018,61.52, CIS
USSR,1970,187.5, CIS
USSR,1971,201.19, CIS
USSR,1972,209.72, CIS
USSR,1973,223.83, CIS
USSR,1974,246.85, CIS
USSR,1975,274.01, CIS
USSR,1976,304.02, CIS
USSR,1977,327.75, CIS
USSR,1978,352.56, CIS
USSR,1979,385.14, CIS
USSR,1980,412.24, CIS
USSR,1981,440.75, CIS
USSR,1982,474.28, CIS
USSR,1983,507.44, CIS
USSR,1984,556.41, CIS
USSR,1985,, CIS
USSR,1986,, CIS
USSR,1987,, CIS
USSR,1988,, CIS
USSR,1989,, CIS
USSR,1990,, CIS
USSR,1991,, CIS
USSR,1992,, CIS
USSR,1993,, CIS
USSR,1994,, CIS
USSR,1995,, CIS
USSR,1996,, CIS
USSR,1997,, CIS
USSR,1998,, CIS
USSR,1999,, CIS
USSR,2000,, CIS
USSR,2001,, CIS
USSR,2002,, CIS
USSR,2003,, CIS
USSR,2004,, CIS
USSR,2005,, CIS
USSR,2006,, CIS
USSR,2007,, CIS
USSR,2008,, CIS
USSR,2009,, CIS
USSR,2010,, CIS
USSR,2011,, CIS
USSR,2012,, CIS
USSR,2013,, CIS
USSR,2014,, CIS
USSR,2015,, CIS
USSR,2016,, CIS
USSR,2017,, CIS
USSR,2018,, CIS
Uzbekistan,1970,, CIS
Uzbekistan,1971,, CIS
Uzbekistan,1972,, CIS
Uzbekistan,1973,, CIS
Uzbekistan,1974,, CIS
Uzbekistan,1975,, CIS
Uzbekistan,1976,, CIS
Uzbekistan,1977,, CIS
Uzbekistan,1978,, CIS
Uzbekistan,1979,, CIS
Uzbekistan,1980,, CIS
Uzbekistan,1981,, CIS
Uzbekistan,1982,, CIS
Uzbekistan,1983,, CIS
Uzbekistan,1984,, CIS
Uzbekistan,1985,32.74, CIS
Uzbekistan,1986,36.53, CIS
Uzbekistan,1987,37.67, CIS
Uzbekistan,1988,37.76, CIS
Uzbekistan,1989,38.9, CIS
Uzbekistan,1990,36.81, CIS
Uzbekistan,1991,37.82, CIS
Uzbekistan,1992,38.46, CIS
Uzbekistan,1993,40.64, CIS
Uzbekistan,1994,42.62, CIS
Uzbekistan,1995,43.34, CIS
Uzbekistan,1996,44.24, CIS
Uzbekistan,1997,45.36, CIS
Uzbekistan,1998,49.47, CIS
Uzbekistan,1999,50.18, CIS
Uzbekistan,2000,50.93, CIS
Uzbekistan,2001,51.46, CIS
Uzbekistan,2002,52.74, CIS
Uzbekistan,2003,53.09, CIS
Uzbekistan,2004,53.8, CIS
Uzbekistan,2005,54.62, CIS
Uzbekistan,2006,56.6, CIS
Uzbekistan,2007,58.91, CIS
Uzbekistan,2008,61.02, CIS
Uzbekistan,2009,58.42, CIS
Uzbekistan,2010,57.14, CIS
Uzbekistan,2011,56.64, CIS
Uzbekistan,2012,56.53, CIS
Uzbekistan,2013,55.9, CIS
Uzbekistan,2014,56.3, CIS
Uzbekistan,2015,53.61, CIS
Uzbekistan,2016,53.12, CIS
Uzbekistan,2017,53.4, CIS
Uzbekistan,2018,56.64, CIS
Denmark,1970,0, Europe
Denmark,1971,0, Europe
Denmark,1972,0, Europe
Denmark,1973,0, Europe
Denmark,1974,0, Europe
Denmark,1975,0, Europe
Denmark,1976,0, Europe
Denmark,1977,0, Europe
Denmark,1978,0, Europe
Denmark,1979,0, Europe
Denmark,1980,0, Europe
Denmark,1981,0, Europe
Denmark,1982,0, Europe
Denmark,1983,0, Europe
Denmark,1984,0.24, Europe
Denmark,1985,1.17, Europe
Denmark,1986,1.98, Europe
Denmark,1987,2.53, Europe
Denmark,1988,2.5, Europe
Denmark,1989,3.2, Europe
Denmark,1990,3.27, Europe
Denmark,1991,4.11, Europe
Denmark,1992,4.28, Europe
Denmark,1993,4.7, Europe
Denmark,1994,5.09, Europe
Denmark,1995,5.51, Europe
Denmark,1996,6.69, Europe
Denmark,1997,8.19, Europe
Denmark,1998,7.89, Europe
Denmark,1999,8.09, Europe
Denmark,2000,8.5, Europe
Denmark,2001,8.74, Europe
Denmark,2002,8.84, Europe
Denmark,2003,8.38, Europe
Denmark,2004,9.88, Europe
Denmark,2005,10.91, Europe
Denmark,2006,10.84, Europe
Denmark,2007,9.62, Europe
Denmark,2008,10.49, Europe
Denmark,2009,8.76, Europe
Denmark,2010,8.54, Europe
Denmark,2011,6.86, Europe
Denmark,2012,5.99, Europe
Denmark,2013,4.97, Europe
Denmark,2014,4.8, Europe
Denmark,2015,4.79, Europe
Denmark,2016,4.7, Europe
Denmark,2017,5.05, Europe
Denmark,2018,4.29, Europe
Germany,1970,12.01, Europe
Germany,1971,14.8, Europe
Germany,1972,17.72, Europe
Germany,1973,19.84, Europe
Germany,1974,20.6, Europe
Germany,1975,19.13, Europe
Germany,1976,19.72, Europe
Germany,1977,19.61, Europe
Germany,1978,20.27, Europe
Germany,1979,20.3, Europe
Germany,1980,18.48, Europe
Germany,1981,18.93, Europe
Germany,1982,16.62, Europe
Germany,1983,18.37, Europe
Germany,1984,18.05, Europe
Germany,1985,17.11, Europe
Germany,1986,14.02, Europe
Germany,1987,15.73, Europe
Germany,1988,14.64, Europe
Germany,1989,15.32, Europe
Germany,1990,15.02, Europe
Germany,1991,15.4, Europe
Germany,1992,15.62, Europe
Germany,1993,15.54, Europe
Germany,1994,16.29, Europe
Germany,1995,16.81, Europe
Germany,1996,18.21, Europe
Germany,1997,17.9, Europe
Germany,1998,17.49, Europe
Germany,1999,18.68, Europe
Germany,2000,17.67, Europe
Germany,2001,17.83, Europe
Germany,2002,17.79, Europe
Germany,2003,18.52, Europe
Germany,2004,17.13, Europe
Germany,2005,16.54, Europe
Germany,2006,16.34, Europe
Germany,2007,14.97, Europe
Germany,2008,13.64, Europe
Germany,2009,12.75, Europe
Germany,2010,11.12, Europe
Germany,2011,10.47, Europe
Germany,2012,9.46, Europe
Germany,2013,8.6, Europe
Germany,2014,8.08, Europe
Germany,2015,7.52, Europe
Germany,2016,6.92, Europe
Germany,2017,6.38, Europe
Germany,2018,5.54, Europe
Italy,1970,12.58, Europe
Italy,1971,12.82, Europe
Italy,1972,13.59, Europe
Italy,1973,14.68, Europe
Italy,1974,14.65, Europe
Italy,1975,13.96, Europe
Italy,1976,15, Europe
Italy,1977,13.16, Europe
Italy,1978,13.15, Europe
Italy,1979,12.83, Europe
Italy,1980,11.94, Europe
Italy,1981,13.38, Europe
Italy,1982,13.73, Europe
Italy,1983,12.31, Europe
Italy,1984,13.03, Europe
Italy,1985,13.42, Europe
Italy,1986,15.04, Europe
Italy,1987,15.41, Europe
Italy,1988,15.66, Europe
Italy,1989,16.01, Europe
Italy,1990,16.32, Europe
Italy,1991,16.41, Europe
Italy,1992,17.14, Europe
Italy,1993,18.24, Europe
Italy,1994,19.24, Europe
Italy,1995,19.01, Europe
Italy,1996,19.03, Europe
Italy,1997,18.49, Europe
Italy,1998,18.24, Europe
Italy,1999,16.77, Europe
Italy,2000,15.96, Europe
Italy,2001,14.62, Europe
Italy,2002,14.03, Europe
Italy,2003,13.32, Europe
Italy,2004,12.44, Europe
Italy,2005,11.58, Europe
Italy,2006,10.53, Europe
Italy,2007,9.31, Europe
Italy,2008,8.82, Europe
Italy,2009,7.63, Europe
Italy,2010,8.01, Europe
Italy,2011,8.05, Europe
Italy,2012,8.2, Europe
Italy,2013,7.37, Europe
Italy,2014,6.81, Europe
Italy,2015,6.45, Europe
Italy,2016,5.51, Europe
Italy,2017,5.27, Europe
Italy,2018,5.19, Europe
Netherlands,1970,27.92, Europe
Netherlands,1971,38.58, Europe
Netherlands,1972,51.44, Europe
Netherlands,1973,62.56, Europe
Netherlands,1974,74.17, Europe
Netherlands,1975,80.33, Europe
Netherlands,1976,85.83, Europe
Netherlands,1977,86.11, Europe
Netherlands,1978,78.83, Europe
Netherlands,1979,82.67, Europe
Netherlands,1980,79.94, Europe
Netherlands,1981,74.22, Europe
Netherlands,1982,63.47, Europe
Netherlands,1983,67.58, Europe
Netherlands,1984,68.42, Europe
Netherlands,1985,71.64, Europe
Netherlands,1986,65.5, Europe
Netherlands,1987,65.61, Europe
Netherlands,1988,57.92, Europe
Netherlands,1989,63.31, Europe
Netherlands,1990,63.42, Europe
Netherlands,1991,71.7, Europe
Netherlands,1992,72.01, Europe
Netherlands,1993,73.4, Europe
Netherlands,1994,69.63, Europe
Netherlands,1995,70.78, Europe
Netherlands,1996,80.11, Europe
Netherlands,1997,70.95, Europe
Netherlands,1998,67.68, Europe
Netherlands,1999,62.93, Europe
Netherlands,2000,61.36, Europe
Netherlands,2001,64.65, Europe
Netherlands,2002,63.52, Europe
Netherlands,2003,60.72, Europe
Netherlands,2004,71.62, Europe
Netherlands,2005,65.33, Europe
Netherlands,2006,64.5, Europe
Netherlands,2007,62, Europe
Netherlands,2008,70.91, Europe
Netherlands,2009,65.5, Europe
Netherlands,2010,75.27, Europe
Netherlands,2011,69.5, Europe
Netherlands,2012,68.4, Europe
Netherlands,2013,72.41, Europe
Netherlands,2014,60.39, Europe
Netherlands,2015,45.87, Europe
Netherlands,2016,44.29, Europe
Netherlands,2017,38.57, Europe
Netherlands,2018,32.27, Europe
Norway,1970,0, Europe
Norway,1971,0, Europe
Norway,1972,0, Europe
Norway,1973,0, Europe
Norway,1974,0, Europe
Norway,1975,0, Europe
Norway,1976,0, Europe
Norway,1977,2.63, Europe
Norway,1978,14.09, Europe
Norway,1979,20.51, Europe
Norway,1980,24.9, Europe
Norway,1981,24.76, Europe
Norway,1982,23.78, Europe
Norway,1983,23.44, Europe
Norway,1984,25.77, Europe
Norway,1985,25.99, Europe
Norway,1986,25.89, Europe
Norway,1987,27.94, Europe
Norway,1988,28.12, Europe
Norway,1989,28.52, Europe
Norway,1990,25.29, Europe
Norway,1991,24.84, Europe
Norway,1992,25.64, Europe
Norway,1993,24.62, Europe
Norway,1994,26.64, Europe
Norway,1995,27.6, Europe
Norway,1996,37.12, Europe
Norway,1997,42.62, Europe
Norway,1998,43.86, Europe
Norway,1999,48.11, Europe
Norway,2000,49.42, Europe
Norway,2001,53.63, Europe
Norway,2002,65.1, Europe
Norway,2003,72.41, Europe
Norway,2004,78.59, Europe
Norway,2005,85.2, Europe
Norway,2006,88, Europe
Norway,2007,89.63, Europe
Norway,2008,99.36, Europe
Norway,2009,103.6, Europe
Norway,2010,106.45, Europe
Norway,2011,100.51, Europe
Norway,2012,113.86, Europe
Norway,2013,107.93, Europe
Norway,2014,108.01, Europe
Norway,2015,116.24, Europe
Norway,2016,115.89, Europe
Norway,2017,123.22, Europe
Norway,2018,120.65, Europe
Other Europe,1970,12.84, Europe
Other Europe,1971,13.3, Europe
Other Europe,1972,14.22, Europe
Other Europe,1973,15.43, Europe
Other Europe,1974,16.64, Europe
Other Europe,1975,17.14, Europe
Other Europe,1976,18.19, Europe
Other Europe,1977,19.31, Europe
Other Europe,1978,20.31, Europe
Other Europe,1979,19.81, Europe
Other Europe,1980,19.04, Europe
Other Europe,1981,18.37, Europe
Other Europe,1982,19.97, Europe
Other Europe,1983,19.87, Europe
Other Europe,1984,20.23, Europe
Other Europe,1985,21.17, Europe
Other Europe,1986,20.3, Europe
Other Europe,1987,20.34, Europe
Other Europe,1988,20.44, Europe
Other Europe,1989,20.72, Europe
Other Europe,1990,18.58, Europe
Other Europe,1991,17.21, Europe
Other Europe,1992,16.55, Europe
Other Europe,1993,16.31, Europe
Other Europe,1994,15.01, Europe
Other Europe,1995,15.62, Europe
Other Europe,1996,15.34, Europe
Other Europe,1997,14.23, Europe
Other Europe,1998,13.56, Europe
Other Europe,1999,13.1, Europe
Other Europe,2000,12.66, Europe
Other Europe,2001,11.89, Europe
Other Europe,2002,11.6, Europe
Other Europe,2003,11.02, Europe
Other Europe,2004,11.5, Europe
Other Europe,2005,10.89, Europe
Other Europe,2006,11.33, Europe
Other Europe,2007,10.62, Europe
Other Europe,2008,9.99, Europe
Other Europe,2009,9.65, Europe
Other Europe,2010,9.65, Europe
Other Europe,2011,9.89, Europe
Other Europe,2012,8.91, Europe
Other Europe,2013,7.76, Europe
Other Europe,2014,7.21, Europe
Other Europe,2015,6.81, Europe
Other Europe,2016,9.25, Europe
Other Europe,2017,9.5, Europe
Other Europe,2018,8.75, Europe
Poland,1970,5.12, Europe
Poland,1971,5.28, Europe
Poland,1972,5.58, Europe
Poland,1973,5.66, Europe
Poland,1974,5.48, Europe
Poland,1975,5.64, Europe
Poland,1976,6.14, Europe
Poland,1977,6.47, Europe
Poland,1978,6.93, Europe
Poland,1979,6.22, Europe
Poland,1980,5.28, Europe
Poland,1981,4.7, Europe
Poland,1982,4.33, Europe
